subid,subjid,exp_chosen,reaction_time
5da23c68cf775d001724d361,37,1,1.661000013
5da23c68cf775d001724d361,37,1,1.566999912
5da23c68cf775d001724d361,37,0,1.164000034
5da23c68cf775d001724d361,37,0,1.94299984
5da23c68cf775d001724d361,37,0,1.181999922
5da23c68cf775d001724d361,37,1,1.657000065
5da23c68cf775d001724d361,37,0,1.601000071
5da23c68cf775d001724d361,37,1,2.180999994
5da23c68cf775d001724d361,37,0,0.979000092
5da23c68cf775d001724d361,37,0,1.628000021
5da23c68cf775d001724d361,37,0,1.600000143
5da23c68cf775d001724d361,37,1,1.69299984
5da23c68cf775d001724d361,37,0,1.196000099
5da23c68cf775d001724d361,37,1,1.071000099
5da23c68cf775d001724d361,37,1,0.944000006
5da23c68cf775d001724d361,37,0,1.379999876
5da23c68cf775d001724d361,37,0,1.223999977
5da23c68cf775d001724d361,37,0,1.465999842
5da23c68cf775d001724d361,37,0,0.979000092
5dc368ce880a2927e264dbec,38,1,2.2167
5dc368ce880a2927e264dbec,38,0,2.0785
5dc368ce880a2927e264dbec,38,1,1.671
5dc368ce880a2927e264dbec,38,0,2.2543
5dc368ce880a2927e264dbec,38,0,1.5868
5dc368ce880a2927e264dbec,38,1,1.5815
5dc368ce880a2927e264dbec,38,1,2.3839
5dc368ce880a2927e264dbec,38,1,2.3094
5dc368ce880a2927e264dbec,38,1,2.336
5dc368ce880a2927e264dbec,38,0,1.8111
5dc368ce880a2927e264dbec,38,1,2.594
5dc368ce880a2927e264dbec,38,0,2.9212
5dc368ce880a2927e264dbec,38,1,2.3998
5dc368ce880a2927e264dbec,38,1,2.3839
5dc368ce880a2927e264dbec,38,0,1.3727
5dc368ce880a2927e264dbec,38,0,1.7721
5dc368ce880a2927e264dbec,38,0,1.9355
5dc368ce880a2927e264dbec,38,0,3.4659
5dc368ce880a2927e264dbec,38,0,1.435
5dc368ce880a2927e264dbec,38,0,2.4241
5dc368ce880a2927e264dbec,38,0,1.4655
5dc368ce880a2927e264dbec,38,0,2.0783
5dc368ce880a2927e264dbec,38,1,2.2916
5dc368ce880a2927e264dbec,38,1,2.3854
5dc368ce880a2927e264dbec,38,0,1.5112
5dc368ce880a2927e264dbec,38,1,2.1636
5dc368ce880a2927e264dbec,38,0,2.0295
5dc368ce880a2927e264dbec,38,0,4.2332
5dc368ce880a2927e264dbec,38,0,2.2355
5dc368ce880a2927e264dbec,38,1,3.9026
5dc368ce880a2927e264dbec,38,1,3.5689
5dc368ce880a2927e264dbec,38,0,3.058
5dc368ce880a2927e264dbec,38,0,2.9262
5dc368ce880a2927e264dbec,38,0,1.7702
5dc368ce880a2927e264dbec,38,0,2.0379
5dc368ce880a2927e264dbec,38,0,2.1804
5dc368ce880a2927e264dbec,38,1,4.3512
5dc368ce880a2927e264dbec,38,0,2.368
5dc368ce880a2927e264dbec,38,0,2.7201
5dc368ce880a2927e264dbec,38,1,2.5698
5dc368ce880a2927e264dbec,38,1,2.7123
5dc368ce880a2927e264dbec,38,0,1.8729
5dc368ce880a2927e264dbec,38,0,2.4926
5dc368ce880a2927e264dbec,38,0,4.039
5dc368ce880a2927e264dbec,38,0,2.5344
5dc368ce880a2927e264dbec,38,0,1.5983
5dc368ce880a2927e264dbec,38,1,3.5712
5dc368ce880a2927e264dbec,38,0,2.0539
5dc368ce880a2927e264dbec,38,1,3.0362
5dc368ce880a2927e264dbec,38,0,3.782
5dc592c6aa431440aa755d5b,39,0,2.994
5dc592c6aa431440aa755d5b,39,0,3.742
5dc592c6aa431440aa755d5b,39,0,3.126
5dc592c6aa431440aa755d5b,39,1,7.887
5dc592c6aa431440aa755d5b,39,0,3.959
5dc592c6aa431440aa755d5b,39,1,1.908
5dc592c6aa431440aa755d5b,39,0,2.392
5dc592c6aa431440aa755d5b,39,1,6.309
5dc592c6aa431440aa755d5b,39,1,1.858
5dc592c6aa431440aa755d5b,39,0,3.759
5dc592c6aa431440aa755d5b,39,0,1.575
5dc592c6aa431440aa755d5b,39,0,2.778
5dc592c6aa431440aa755d5b,39,1,6.475
5dc592c6aa431440aa755d5b,39,1,1.677
5dc592c6aa431440aa755d5b,39,1,3.789
5dc592c6aa431440aa755d5b,39,1,6.559
5dc592c6aa431440aa755d5b,39,1,3.759
5dc592c6aa431440aa755d5b,39,0,2.11
5dc592c6aa431440aa755d5b,39,1,2.361
5dc592c6aa431440aa755d5b,39,1,5.672
5dc592c6aa431440aa755d5b,39,0,2.541
5dc592c6aa431440aa755d5b,39,1,2.876
5dc592c6aa431440aa755d5b,39,0,2.96
5dc592c6aa431440aa755d5b,39,1,1.962
5dc592c6aa431440aa755d5b,39,1,5.475
5dc592c6aa431440aa755d5b,39,1,1.392
5dc592c6aa431440aa755d5b,39,1,2.776
5dc592c6aa431440aa755d5b,39,0,2.476
5dc592c6aa431440aa755d5b,39,1,3.627
5dc592c6aa431440aa755d5b,39,1,3.109
5dc592c6aa431440aa755d5b,39,1,2.31
5dc592c6aa431440aa755d5b,39,1,2.426
5dc592c6aa431440aa755d5b,39,0,2.573
5dc592c6aa431440aa755d5b,39,1,2.927
5dc592c6aa431440aa755d5b,39,1,3.244
5dc592c6aa431440aa755d5b,39,0,5.01
5dc592c6aa431440aa755d5b,39,1,2.644
5dc592c6aa431440aa755d5b,39,1,5.391
5dc592c6aa431440aa755d5b,39,1,3.221
5dc592c6aa431440aa755d5b,39,1,2.425
5dc592c6aa431440aa755d5b,39,1,2.826
5dc592c6aa431440aa755d5b,39,1,3.726
5dc592c6aa431440aa755d5b,39,0,2.058
5dc592c6aa431440aa755d5b,39,1,3.242
5dc592c6aa431440aa755d5b,39,1,2.028
5dc592c6aa431440aa755d5b,39,0,2.542
5dc592c6aa431440aa755d5b,39,0,1.675
5dc592c6aa431440aa755d5b,39,0,1.726
5dc592c6aa431440aa755d5b,39,1,1.574
5dcefcd0307b8d05031d7264,40,0,1.1054
5dcefcd0307b8d05031d7264,40,1,1.3026
5dcefcd0307b8d05031d7264,40,0,1.0877
5dcefcd0307b8d05031d7264,40,0,0.7555
5dcefcd0307b8d05031d7264,40,0,0.7531
5dcefcd0307b8d05031d7264,40,1,0.5703
5dcefcd0307b8d05031d7264,40,0,0.54
5dcefcd0307b8d05031d7264,40,1,0.5357
5dcefcd0307b8d05031d7264,40,1,0.7866
5dcefcd0307b8d05031d7264,40,1,0.9194
5dcefcd0307b8d05031d7264,40,0,2.1194
5dcefcd0307b8d05031d7264,40,1,0.987
5dcefcd0307b8d05031d7264,40,1,0.7037
5dcefcd0307b8d05031d7264,40,1,0.9877
5dcefcd0307b8d05031d7264,40,0,2.6195
5dcefcd0307b8d05031d7264,40,0,4.151
5dcefcd0307b8d05031d7264,40,0,1.0027
5dcefcd0307b8d05031d7264,40,0,1.0161
5dcefcd0307b8d05031d7264,40,1,3.0323
5dcefcd0307b8d05031d7264,40,0,1.0789
5dcefcd0307b8d05031d7264,40,0,1.0125
5dcefcd0307b8d05031d7264,40,1,1.0204
5dcefcd0307b8d05031d7264,40,0,0.9051
5dcefcd0307b8d05031d7264,40,1,0.8034
5dcefcd0307b8d05031d7264,40,1,0.7529
5dcefcd0307b8d05031d7264,40,1,1.0071
5dcefcd0307b8d05031d7264,40,0,1.0371
5dcefcd0307b8d05031d7264,40,0,0.7878
5dcefcd0307b8d05031d7264,40,1,0.9398
5dcefcd0307b8d05031d7264,40,1,0.9199
5dcefcd0307b8d05031d7264,40,0,0.8181
5dcefcd0307b8d05031d7264,40,1,3.0021
5dcefcd0307b8d05031d7264,40,1,0.9515
5dcefcd0307b8d05031d7264,40,1,3.7351
5dcefcd0307b8d05031d7264,40,1,1.0372
5dcefcd0307b8d05031d7264,40,0,1.1026
5dcefcd0307b8d05031d7264,40,1,1.169
5dcefcd0307b8d05031d7264,40,1,1.2363
5dcefcd0307b8d05031d7264,40,0,0.7537
5dcefcd0307b8d05031d7264,40,0,2.3854
5dcefcd0307b8d05031d7264,40,0,1.4043
5dcefcd0307b8d05031d7264,40,0,1.2007
5dcefcd0307b8d05031d7264,40,0,0.9556
5dcefcd0307b8d05031d7264,40,0,1.0401
5dcefcd0307b8d05031d7264,40,1,0.9377
5dcefcd0307b8d05031d7264,40,1,0.8369
5dcefcd0307b8d05031d7264,40,0,0.6008
5dcefcd0307b8d05031d7264,40,0,2.9839
5dcefcd0307b8d05031d7264,40,1,2.086
5dcefcd0307b8d05031d7264,40,1,3.3522
5dd48444dd9a7447d224cc71,41,1,3.101190001
5dd48444dd9a7447d224cc71,41,1,2.240079999
5dd48444dd9a7447d224cc71,41,1,2.921045002
5dd48444dd9a7447d224cc71,41,1,2.591065001
5dd48444dd9a7447d224cc71,41,0,3.77991
5dd48444dd9a7447d224cc71,41,1,3.030715
5dd48444dd9a7447d224cc71,41,0,3.895985
5dd48444dd9a7447d224cc71,41,1,3.941165
5dd48444dd9a7447d224cc71,41,1,3.687480001
5dd48444dd9a7447d224cc71,41,1,3.148629999
5dd48444dd9a7447d224cc71,41,1,2.785304999
5dd48444dd9a7447d224cc71,41,1,2.641415
5dd48444dd9a7447d224cc71,41,1,3.231425
5dd48444dd9a7447d224cc71,41,1,2.655704999
5dd48444dd9a7447d224cc71,41,1,3.130194999
5dd48444dd9a7447d224cc71,41,1,3.05663
5dd48444dd9a7447d224cc71,41,1,2.913984999
5dd48444dd9a7447d224cc71,41,1,3.187519999
5dd48444dd9a7447d224cc71,41,0,3.661290001
5dd48444dd9a7447d224cc71,41,1,2.684765
5dd48444dd9a7447d224cc71,41,1,3.19946
5dd48444dd9a7447d224cc71,41,1,2.844365001
5dd48444dd9a7447d224cc71,41,1,2.394930001
5dd48444dd9a7447d224cc71,41,1,2.783780001
5dd48444dd9a7447d224cc71,41,1,2.403415
5dd48444dd9a7447d224cc71,41,1,2.893269999
5dd48444dd9a7447d224cc71,41,1,3.005720001
5dd48444dd9a7447d224cc71,41,0,3.777380001
5dd48444dd9a7447d224cc71,41,1,3.632145001
5dd48444dd9a7447d224cc71,41,1,2.834515
5dd48444dd9a7447d224cc71,41,0,3.046320001
5dd48444dd9a7447d224cc71,41,1,2.749095
5dd48444dd9a7447d224cc71,41,1,3.545940001
5dd48444dd9a7447d224cc71,41,1,4.180819999
5dd48444dd9a7447d224cc71,41,1,2.884475
5dd48444dd9a7447d224cc71,41,0,4.336115001
5dd48444dd9a7447d224cc71,41,1,2.85145
5dd48444dd9a7447d224cc71,41,0,2.79379
5dd48444dd9a7447d224cc71,41,1,2.572084999
5dd48444dd9a7447d224cc71,41,1,4.103735
5dd48444dd9a7447d224cc71,41,1,3.80484
5dd48444dd9a7447d224cc71,41,1,2.42759
5dd48444dd9a7447d224cc71,41,1,2.914445
5dd48444dd9a7447d224cc71,41,1,3.635059999
5dd48444dd9a7447d224cc71,41,1,3.42695
5dd48444dd9a7447d224cc71,41,0,2.897965001
5dd48444dd9a7447d224cc71,41,0,3.683385
5dd48444dd9a7447d224cc71,41,1,3.431919999
5dd48444dd9a7447d224cc71,41,1,2.36778
5dd48444dd9a7447d224cc71,41,1,2.650775
5dd5db1ded7ea4574c7bc996,42,0,2.304
5dd5db1ded7ea4574c7bc996,42,0,2.6831
5dd5db1ded7ea4574c7bc996,42,0,5.8835
5dd5db1ded7ea4574c7bc996,42,1,2.7488
5dd5db1ded7ea4574c7bc996,42,0,1.6499
5dd5db1ded7ea4574c7bc996,42,0,2.6664
5dd5db1ded7ea4574c7bc996,42,1,3.7013
5dd5db1ded7ea4574c7bc996,42,1,1.965
5dd5db1ded7ea4574c7bc996,42,1,1.6851
5dd5db1ded7ea4574c7bc996,42,0,1.6152
5dd5db1ded7ea4574c7bc996,42,0,3.0857
5dd5db1ded7ea4574c7bc996,42,1,3.7346
5dd5db1ded7ea4574c7bc996,42,1,1.9522
5dd5db1ded7ea4574c7bc996,42,0,2.5825
5dd5db1ded7ea4574c7bc996,42,0,2.5841
5dd5db1ded7ea4574c7bc996,42,0,3.4997
5dd5db1ded7ea4574c7bc996,42,0,3.2465
5dd5db1ded7ea4574c7bc996,42,1,1.5996
5dd5db1ded7ea4574c7bc996,42,1,2.6521
5dd5db1ded7ea4574c7bc996,42,0,1.1659
5dd5db1ded7ea4574c7bc996,42,0,2.5007
5dd5db1ded7ea4574c7bc996,42,0,1.7455
5dd5db1ded7ea4574c7bc996,42,0,3.9005
5dd5db1ded7ea4574c7bc996,42,1,2.718
5dd5db1ded7ea4574c7bc996,42,0,2.2838
5dd5db1ded7ea4574c7bc996,42,0,3.3677
5dd5db1ded7ea4574c7bc996,42,0,2.2722
5dd5db1ded7ea4574c7bc996,42,1,1.9491
5dd5db1ded7ea4574c7bc996,42,1,2.1996
5dd5db1ded7ea4574c7bc996,42,0,1.7822
5dd5db1ded7ea4574c7bc996,42,0,2.266
5dd5db1ded7ea4574c7bc996,42,1,2.0858
5dd5db1ded7ea4574c7bc996,42,1,0.8835
5dd5db1ded7ea4574c7bc996,42,0,2.3693
5dd5db1ded7ea4574c7bc996,42,0,3.1678
5dd5db1ded7ea4574c7bc996,42,1,3.0344
5dd5db1ded7ea4574c7bc996,42,0,2.9127
5dd5db1ded7ea4574c7bc996,42,0,2.288
5dd5db1ded7ea4574c7bc996,42,0,1.9505
5dd5db1ded7ea4574c7bc996,42,1,1.3507
5dd5db1ded7ea4574c7bc996,42,1,2.0671
5dd5db1ded7ea4574c7bc996,42,0,4.0481
5dd5db1ded7ea4574c7bc996,42,0,2.1328
5dd5db1ded7ea4574c7bc996,42,1,2.0725
5dd5db1ded7ea4574c7bc996,42,1,3.6831
5dd5db1ded7ea4574c7bc996,42,1,2.782
5dd5db1ded7ea4574c7bc996,42,1,2.467
5dd5db1ded7ea4574c7bc996,42,1,2.2184
5dd5db1ded7ea4574c7bc996,42,0,4.0012
5dd5db1ded7ea4574c7bc996,42,0,2.5506
5de7ccc24b7cf973d7b05bfb,43,0,3.2184
5de7ccc24b7cf973d7b05bfb,43,0,3.8978
5de7ccc24b7cf973d7b05bfb,43,1,2.9473
5de7ccc24b7cf973d7b05bfb,43,1,3.1651
5de7ccc24b7cf973d7b05bfb,43,0,2.8646
5de7ccc24b7cf973d7b05bfb,43,1,3.7313
5de7ccc24b7cf973d7b05bfb,43,1,1.7961
5de7ccc24b7cf973d7b05bfb,43,1,3.8645
5de7ccc24b7cf973d7b05bfb,43,0,3.4618
5de7ccc24b7cf973d7b05bfb,43,1,2.6971
5de7ccc24b7cf973d7b05bfb,43,1,4.1485
5de7ccc24b7cf973d7b05bfb,43,0,3.4644
5de7ccc24b7cf973d7b05bfb,43,1,2.648
5de7ccc24b7cf973d7b05bfb,43,1,4.6834
5de7ccc24b7cf973d7b05bfb,43,1,3.6813
5de7ccc24b7cf973d7b05bfb,43,1,3.3487
5de7ccc24b7cf973d7b05bfb,43,1,4.1654
5de7ccc24b7cf973d7b05bfb,43,1,3.3303
5de7ccc24b7cf973d7b05bfb,43,0,2.9648
5de7ccc24b7cf973d7b05bfb,43,0,3.3984
5de7ccc24b7cf973d7b05bfb,43,1,4.6492
5de7ccc24b7cf973d7b05bfb,43,1,4.4001
5de7ccc24b7cf973d7b05bfb,43,1,2.9472
5de7ccc24b7cf973d7b05bfb,43,1,2.9981
5de7ccc24b7cf973d7b05bfb,43,1,4.5825
5de7ccc24b7cf973d7b05bfb,43,0,2.7288
5de7ccc24b7cf973d7b05bfb,43,1,3.2648
5de7ccc24b7cf973d7b05bfb,43,1,3.8156
5de7ccc24b7cf973d7b05bfb,43,1,3.2647
5de7ccc24b7cf973d7b05bfb,43,1,3.1656
5de7ccc24b7cf973d7b05bfb,43,1,2.2604
5de7ccc24b7cf973d7b05bfb,43,1,4.1994
5de7ccc24b7cf973d7b05bfb,43,1,3.2809
5de7ccc24b7cf973d7b05bfb,43,0,4.1837
5de7ccc24b7cf973d7b05bfb,43,1,2.2951
5de7ccc24b7cf973d7b05bfb,43,1,2.1814
5de7ccc24b7cf973d7b05bfb,43,1,2.3141
5de7ccc24b7cf973d7b05bfb,43,0,3.9503
5de7ccc24b7cf973d7b05bfb,43,1,1.9986
5de7ccc24b7cf973d7b05bfb,43,0,3.9838
5de7ccc24b7cf973d7b05bfb,43,1,2.7812
5de7ccc24b7cf973d7b05bfb,43,1,2.799
5de7ccc24b7cf973d7b05bfb,43,0,3.7317
5de7ccc24b7cf973d7b05bfb,43,1,2.6156
5de7ccc24b7cf973d7b05bfb,43,1,3.6984
5de7ccc24b7cf973d7b05bfb,43,1,3.4163
5de7ccc24b7cf973d7b05bfb,43,1,2.7307
5de7ccc24b7cf973d7b05bfb,43,1,2.7494
5de7ccc24b7cf973d7b05bfb,43,0,1.8639
5de7ccc24b7cf973d7b05bfb,43,0,1.7806
5dfed836265c80b4fc7ae55e,44,0,2.2802
5dfed836265c80b4fc7ae55e,44,1,3.4084
5dfed836265c80b4fc7ae55e,44,1,2.2766
5dfed836265c80b4fc7ae55e,44,0,2.4941
5dfed836265c80b4fc7ae55e,44,0,3.0774
5dfed836265c80b4fc7ae55e,44,0,3.5102
5dfed836265c80b4fc7ae55e,44,0,3.1274
5dfed836265c80b4fc7ae55e,44,0,1.961
5dfed836265c80b4fc7ae55e,44,0,1.5938
5dfed836265c80b4fc7ae55e,44,0,2.8104
5dfed836265c80b4fc7ae55e,44,1,1.9594
5dfed836265c80b4fc7ae55e,44,1,1.6273
5dfed836265c80b4fc7ae55e,44,1,4.5611
5dfed836265c80b4fc7ae55e,44,1,4.8605
5dfed836265c80b4fc7ae55e,44,0,3.7437
5dfed836265c80b4fc7ae55e,44,1,4.1437
5dfed836265c80b4fc7ae55e,44,1,2.4435
5dfed836265c80b4fc7ae55e,44,1,4.9592
5dfed836265c80b4fc7ae55e,44,1,3.4112
5dfed836265c80b4fc7ae55e,44,0,3.843
5dfed836265c80b4fc7ae55e,44,0,5.4101
5dfed836265c80b4fc7ae55e,44,1,4.7599
5dfed836265c80b4fc7ae55e,44,0,3.2105
5dfed836265c80b4fc7ae55e,44,1,4.9146
5dfed836265c80b4fc7ae55e,44,1,2.6986
5dfed836265c80b4fc7ae55e,44,0,5.881
5dfed836265c80b4fc7ae55e,44,0,2.3487
5dfed836265c80b4fc7ae55e,44,1,4.8812
5dfed836265c80b4fc7ae55e,44,0,1.8819
5dfed836265c80b4fc7ae55e,44,0,4.9477
5dfed836265c80b4fc7ae55e,44,1,4.2148
5dfed836265c80b4fc7ae55e,44,1,5.5978
5dfed836265c80b4fc7ae55e,44,0,2.1486
5dfed836265c80b4fc7ae55e,44,0,3.7148
5dfed836265c80b4fc7ae55e,44,1,3.5992
5dfed836265c80b4fc7ae55e,44,1,5.881
5dfed836265c80b4fc7ae55e,44,0,3.9148
5dfed836265c80b4fc7ae55e,44,1,4.8309
5dfed836265c80b4fc7ae55e,44,1,2.3485
5dfed836265c80b4fc7ae55e,44,0,1.6332
5dfed836265c80b4fc7ae55e,44,1,4.3648
5dfed836265c80b4fc7ae55e,44,0,3.5155
5dfed836265c80b4fc7ae55e,44,1,3.765
5dfed836265c80b4fc7ae55e,44,0,3.9483
5dfed836265c80b4fc7ae55e,44,0,2.2652
5dfed836265c80b4fc7ae55e,44,1,2.365
5dfed836265c80b4fc7ae55e,44,0,3.5661
5dfed836265c80b4fc7ae55e,44,1,5.381
5dfed836265c80b4fc7ae55e,44,0,1.6655
5e07e9301d6b46148c904a0e,45,0,4.2324
5e07e9301d6b46148c904a0e,45,0,4.6332
5e07e9301d6b46148c904a0e,45,0,3.7183
5e07e9301d6b46148c904a0e,45,0,2.8688
5e07e9301d6b46148c904a0e,45,0,2.9905
5e07e9301d6b46148c904a0e,45,0,2.7091
5e07e9301d6b46148c904a0e,45,1,3.3534
5e07e9301d6b46148c904a0e,45,1,3.1156
5e07e9301d6b46148c904a0e,45,0,4.603
5e07e9301d6b46148c904a0e,45,1,3.6026
5e07e9301d6b46148c904a0e,45,0,2.5587
5e07e9301d6b46148c904a0e,45,0,5.4801
5e07e9301d6b46148c904a0e,45,0,3.0164
5e07e9301d6b46148c904a0e,45,1,2.9817
5e07e9301d6b46148c904a0e,45,0,2.5207
5e07e9301d6b46148c904a0e,45,0,4.1967
5e07e9301d6b46148c904a0e,45,1,3.0745
5e07e9301d6b46148c904a0e,45,1,2.1864
5e07e9301d6b46148c904a0e,45,1,3.7894
5e07e9301d6b46148c904a0e,45,1,2.9641
5e07e9301d6b46148c904a0e,45,0,3.3612
5e07e9301d6b46148c904a0e,45,1,4.8412
5e07e9301d6b46148c904a0e,45,0,3.0475
5e07e9301d6b46148c904a0e,45,0,3.9186
5e07e9301d6b46148c904a0e,45,0,2.9512
5e07e9301d6b46148c904a0e,45,0,3.9803
5e07e9301d6b46148c904a0e,45,0,3.1209
5e07e9301d6b46148c904a0e,45,0,4.8455
5e07e9301d6b46148c904a0e,45,0,5.0553
5e07e9301d6b46148c904a0e,45,0,2.5383
5e07e9301d6b46148c904a0e,45,0,3.0787
5e07e9301d6b46148c904a0e,45,0,3.788
5e07e9301d6b46148c904a0e,45,0,4.5919
5e07e9301d6b46148c904a0e,45,0,4.9776
5e07e9301d6b46148c904a0e,45,0,3.9567
5e07e9301d6b46148c904a0e,45,0,3.7324
5e07e9301d6b46148c904a0e,45,0,5.8812
5e07e9301d6b46148c904a0e,45,1,3.7292
5e07e9301d6b46148c904a0e,45,0,4.6829
5e07e9301d6b46148c904a0e,45,0,5.1987
5e07e9301d6b46148c904a0e,45,1,3.0152
5e07e9301d6b46148c904a0e,45,0,6.0853
5e07e9301d6b46148c904a0e,45,1,6.0792
5e07e9301d6b46148c904a0e,45,1,9.3858
5e07e9301d6b46148c904a0e,45,0,3.4916
5e07e9301d6b46148c904a0e,45,0,5.1095
5e07e9301d6b46148c904a0e,45,0,3.0009
5e07e9301d6b46148c904a0e,45,0,3.3912
5e07e9301d6b46148c904a0e,45,0,2.9746
5e07e9301d6b46148c904a0e,45,1,5.0507
5e07e9301d6b46148c904a0e,45,0,4.2324
5e07e9301d6b46148c904a0e,45,0,4.6332
5e07e9301d6b46148c904a0e,45,0,3.7183
5e07e9301d6b46148c904a0e,45,0,2.8688
5e07e9301d6b46148c904a0e,45,0,2.9905
5e07e9301d6b46148c904a0e,45,0,2.7091
5e07e9301d6b46148c904a0e,45,1,3.3534
5e07e9301d6b46148c904a0e,45,1,3.1156
5e07e9301d6b46148c904a0e,45,0,4.603
5e07e9301d6b46148c904a0e,45,1,3.6026
5e07e9301d6b46148c904a0e,45,0,2.5587
5e07e9301d6b46148c904a0e,45,0,5.4801
5e07e9301d6b46148c904a0e,45,0,3.0164
5e07e9301d6b46148c904a0e,45,1,2.9817
5e07e9301d6b46148c904a0e,45,0,2.5207
5e07e9301d6b46148c904a0e,45,0,4.1967
5e07e9301d6b46148c904a0e,45,1,3.0745
5e07e9301d6b46148c904a0e,45,1,2.1864
5e07e9301d6b46148c904a0e,45,1,3.7894
5e07e9301d6b46148c904a0e,45,1,2.9641
5e07e9301d6b46148c904a0e,45,0,3.3612
5e07e9301d6b46148c904a0e,45,1,4.8412
5e07e9301d6b46148c904a0e,45,0,3.0475
5e07e9301d6b46148c904a0e,45,0,3.9186
5e07e9301d6b46148c904a0e,45,0,2.9512
5e07e9301d6b46148c904a0e,45,0,3.9803
5e07e9301d6b46148c904a0e,45,0,3.1209
5e07e9301d6b46148c904a0e,45,0,4.8455
5e07e9301d6b46148c904a0e,45,0,5.0553
5e07e9301d6b46148c904a0e,45,0,2.5383
5e07e9301d6b46148c904a0e,45,0,3.0787
5e07e9301d6b46148c904a0e,45,0,3.788
5e07e9301d6b46148c904a0e,45,0,4.5919
5e07e9301d6b46148c904a0e,45,0,4.9776
5e07e9301d6b46148c904a0e,45,0,3.9567
5e07e9301d6b46148c904a0e,45,0,3.7324
5e07e9301d6b46148c904a0e,45,0,5.8812
5e07e9301d6b46148c904a0e,45,1,3.7292
5e07e9301d6b46148c904a0e,45,0,4.6829
5e07e9301d6b46148c904a0e,45,0,5.1987
5e07e9301d6b46148c904a0e,45,1,3.0152
5e07e9301d6b46148c904a0e,45,0,6.0853
5e07e9301d6b46148c904a0e,45,1,6.0792
5e07e9301d6b46148c904a0e,45,1,9.3858
5e07e9301d6b46148c904a0e,45,0,3.4916
5e07e9301d6b46148c904a0e,45,0,5.1095
5e07e9301d6b46148c904a0e,45,0,3.0009
5e07e9301d6b46148c904a0e,45,0,3.3912
5e07e9301d6b46148c904a0e,45,0,2.9746
5e07e9301d6b46148c904a0e,45,1,5.0507
5e0f443e8205266652153f5e,46,0,1.8959
5e0f443e8205266652153f5e,46,1,3.054
5e0f443e8205266652153f5e,46,0,1.5551
5e0f443e8205266652153f5e,46,0,1.8944
5e0f443e8205266652153f5e,46,1,2.225
5e0f443e8205266652153f5e,46,1,2.454
5e0f443e8205266652153f5e,46,1,2.5913
5e0f443e8205266652153f5e,46,1,3.1378
5e0f443e8205266652153f5e,46,0,2.1215
5e0f443e8205266652153f5e,46,0,1.6716
5e0f443e8205266652153f5e,46,1,1.7716
5e0f443e8205266652153f5e,46,0,2.406
5e0f443e8205266652153f5e,46,0,2.2541
5e0f443e8205266652153f5e,46,0,3.4208
5e0f443e8205266652153f5e,46,0,3.1058
5e0f443e8205266652153f5e,46,1,3.2027
5e0f443e8205266652153f5e,46,1,3.7661
5e0f443e8205266652153f5e,46,1,2.2202
5e0f443e8205266652153f5e,46,1,2.0344
5e0f443e8205266652153f5e,46,1,2.1221
5e0f443e8205266652153f5e,46,1,2.3218
5e0f443e8205266652153f5e,46,1,1.3223
5e0f443e8205266652153f5e,46,1,1.3061
5e0f443e8205266652153f5e,46,0,2.9379
5e0f443e8205266652153f5e,46,0,2.3577
5e0f443e8205266652153f5e,46,0,3.2019
5e0f443e8205266652153f5e,46,0,1.5084
5e0f443e8205266652153f5e,46,1,1.7827
5e0f443e8205266652153f5e,46,0,5.7384
5e0f443e8205266652153f5e,46,0,1.6226
5e0f443e8205266652153f5e,46,0,1.4483
5e0f443e8205266652153f5e,46,1,2.0095
5e0f443e8205266652153f5e,46,1,0.918
5e0f443e8205266652153f5e,46,1,4.241
5e0f443e8205266652153f5e,46,1,1.2831
5e0f443e8205266652153f5e,46,0,1.1328
5e0f443e8205266652153f5e,46,1,1.9009
5e0f443e8205266652153f5e,46,0,1.2255
5e0f443e8205266652153f5e,46,0,2.2872
5e0f443e8205266652153f5e,46,0,0.9759
5e0f443e8205266652153f5e,46,0,1.5062
5e0f443e8205266652153f5e,46,0,2.4216
5e0f443e8205266652153f5e,46,0,1.1731
5e0f443e8205266652153f5e,46,0,1.3901
5e0f443e8205266652153f5e,46,0,4.9746
5e0f443e8205266652153f5e,46,0,2.9078
5e0f443e8205266652153f5e,46,0,6.0652
5e0f443e8205266652153f5e,46,0,2.1192
5e0f443e8205266652153f5e,46,0,1.9195
5e0f443e8205266652153f5e,46,0,3.2998
5e27868c5cbbcc0b3599574b,47,1,2.802999973
5e27868c5cbbcc0b3599574b,47,1,1.914000034
5e27868c5cbbcc0b3599574b,47,1,1.868000031
5e27868c5cbbcc0b3599574b,47,0,1.883999825
5e27868c5cbbcc0b3599574b,47,1,0.650000095
5e27868c5cbbcc0b3599574b,47,0,1.014000177
5e27868c5cbbcc0b3599574b,47,1,0.528000116
5e27868c5cbbcc0b3599574b,47,1,1.053000212
5e27868c5cbbcc0b3599574b,47,0,0.684000015
5e27868c5cbbcc0b3599574b,47,0,1.279000044
5e27868c5cbbcc0b3599574b,47,1,0.782000065
5e27868c5cbbcc0b3599574b,47,0,1.787000179
5e27868c5cbbcc0b3599574b,47,1,1.11500001
5e27868c5cbbcc0b3599574b,47,0,0.891000032
5e27868c5cbbcc0b3599574b,47,0,0.611000061
5e27868c5cbbcc0b3599574b,47,1,0.546000004
5e27868c5cbbcc0b3599574b,47,0,0.372999907
