subid,balanced,subtrial,social_money,nonsocial_money,exp_chosen,decision_price,reaction_time,response,Mood,AQ,MSPSS,IRI_total,IRI_FS,IRI_EC,IRI_PD,IRI_PT,BRCS,LSAS,LSAS_FEAR,LSAS_AVOIDANCE,CESD,UCLA_loneliness,BISBAS_BIS,BISBAS_BASRR,BISBAS_FS,BISBAS_BASD,RSE,STAI,UM_AFFILIATION,UM_INTIMACY,COVIDexperience_score,COVIDimpacts_score,COVIDthreat_score,COVIDpsychstress_score,MSSSF
5e3760815bfa436fd256b2e9,0,27,0.02,0.04,1,0.02,1.696000099,1,15,12,5.333333333,82,18,24,19,21,15,51,7,5,19,40,0,0,0,0,21,45,38,47,17,49,26,2,26
5e3760815bfa436fd256b2e9,0,28,0.05,0.01,0,0.01,3.013999939,1,15,12,5.333333333,82,18,24,19,21,15,51,7,5,19,40,0,0,0,0,21,45,38,47,17,49,26,2,26
5e3760815bfa436fd256b2e9,0,29,0.05,0.01,0,0.01,2.179999828,1,15,12,5.333333333,82,18,24,19,21,15,51,7,5,19,40,0,0,0,0,21,45,38,47,17,49,26,2,26
5e3760815bfa436fd256b2e9,0,30,0.01,0.01,0,0.01,2.996999979,1,15,12,5.333333333,82,18,24,19,21,15,51,7,5,19,40,0,0,0,0,21,45,38,47,17,49,26,2,26
5e3760815bfa436fd256b2e9,0,31,0.03,0.01,1,0.03,1.745000124,1,15,12,5.333333333,82,18,24,19,21,15,51,7,5,19,40,0,0,0,0,21,45,38,47,17,49,26,2,26
5e3760815bfa436fd256b2e9,0,32,0.04,0.01,1,0.04,1.227999926,1,15,12,5.333333333,82,18,24,19,21,15,51,7,5,19,40,0,0,0,0,21,45,38,47,17,49,26,2,26
5e3760815bfa436fd256b2e9,0,33,0.01,0.03,1,0.01,2.495999813,1,15,12,5.333333333,82,18,24,19,21,15,51,7,5,19,40,0,0,0,0,21,45,38,47,17,49,26,2,26
5e3760815bfa436fd256b2e9,0,34,0.05,0.03,1,0.05,2.161000013,1,15,12,5.333333333,82,18,24,19,21,15,51,7,5,19,40,0,0,0,0,21,45,38,47,17,49,26,2,26
5e3760815bfa436fd256b2e9,0,35,0.01,0.04,1,0.01,2.478000164,1,15,12,5.333333333,82,18,24,19,21,15,51,7,5,19,40,0,0,0,0,21,45,38,47,17,49,26,2,26
5e3760815bfa436fd256b2e9,0,36,0.05,0.02,0,0.02,0.746999979,2,15,12,5.333333333,82,18,24,19,21,15,51,7,5,19,40,0,0,0,0,21,45,38,47,17,49,26,2,26
5e3760815bfa436fd256b2e9,0,37,0.05,0.03,1,0.05,1.029999971,2,15,12,5.333333333,82,18,24,19,21,15,51,7,5,19,40,0,0,0,0,21,45,38,47,17,49,26,2,26
5e3760815bfa436fd256b2e9,0,38,0.03,0.02,0,0.02,1.877000093,2,15,12,5.333333333,82,18,24,19,21,15,51,7,5,19,40,0,0,0,0,21,45,38,47,17,49,26,2,26
5e3760815bfa436fd256b2e9,0,39,0.02,0.03,1,0.02,2.380000114,1,15,12,5.333333333,82,18,24,19,21,15,51,7,5,19,40,0,0,0,0,21,45,38,47,17,49,26,2,26
5e3760815bfa436fd256b2e9,0,40,0.04,0.03,0,0.03,1.747000217,2,15,12,5.333333333,82,18,24,19,21,15,51,7,5,19,40,0,0,0,0,21,45,38,47,17,49,26,2,26
5e3760815bfa436fd256b2e9,0,41,0.01,0.04,1,0.01,1.746999979,2,15,12,5.333333333,82,18,24,19,21,15,51,7,5,19,40,0,0,0,0,21,45,38,47,17,49,26,2,26
5e3760815bfa436fd256b2e9,0,42,0.05,0.02,0,0.02,1.794999838,1,15,12,5.333333333,82,18,24,19,21,15,51,7,5,19,40,0,0,0,0,21,45,38,47,17,49,26,2,26
5e3760815bfa436fd256b2e9,0,43,0.03,0.05,1,0.03,1.279999971,1,15,12,5.333333333,82,18,24,19,21,15,51,7,5,19,40,0,0,0,0,21,45,38,47,17,49,26,2,26
5e3760815bfa436fd256b2e9,0,44,0.04,0.01,0,0.01,2.899000168,1,15,12,5.333333333,82,18,24,19,21,15,51,7,5,19,40,0,0,0,0,21,45,38,47,17,49,26,2,26
5e3760815bfa436fd256b2e9,0,45,0.02,0.03,1,0.02,1.56099987,2,15,12,5.333333333,82,18,24,19,21,15,51,7,5,19,40,0,0,0,0,21,45,38,47,17,49,26,2,26
5e3760815bfa436fd256b2e9,0,46,0.03,0.03,0,0.03,2.213000059,2,15,12,5.333333333,82,18,24,19,21,15,51,7,5,19,40,0,0,0,0,21,45,38,47,17,49,26,2,26
5e3760815bfa436fd256b2e9,0,47,0.03,0.01,0,0.01,1.361999989,2,15,12,5.333333333,82,18,24,19,21,15,51,7,5,19,40,0,0,0,0,21,45,38,47,17,49,26,2,26
5e3760815bfa436fd256b2e9,0,48,0.04,0.03,0,0.03,1.263999939,1,15,12,5.333333333,82,18,24,19,21,15,51,7,5,19,40,0,0,0,0,21,45,38,47,17,49,26,2,26
5e3760815bfa436fd256b2e9,0,49,0.02,0.01,0,0.01,1.845999956,1,15,12,5.333333333,82,18,24,19,21,15,51,7,5,19,40,0,0,0,0,21,45,38,47,17,49,26,2,26
5e3760815bfa436fd256b2e9,0,50,0.02,0.05,1,0.02,1.580999851,1,15,12,5.333333333,82,18,24,19,21,15,51,7,5,19,40,0,0,0,0,21,45,38,47,17,49,26,2,26
5e5e9f949ec7440200735db7,0,1,0.01,0.04,1,0.01,1.957999945,2,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e5e9f949ec7440200735db7,0,2,0.02,0.05,0,0.05,1.843000174,1,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e5e9f949ec7440200735db7,0,3,0.01,0.05,1,0.01,2.138999939,2,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e5e9f949ec7440200735db7,0,4,0.02,0.01,1,0.02,1.336000204,2,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e5e9f949ec7440200735db7,0,5,0.02,0.03,1,0.02,1.737999916,2,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e5e9f949ec7440200735db7,0,6,0.03,0.01,1,0.03,1.342999935,1,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e5e9f949ec7440200735db7,0,7,0.05,0.03,0,0.03,2.138999939,1,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e5e9f949ec7440200735db7,0,8,0.04,0.03,0,0.03,2.340000153,2,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e5e9f949ec7440200735db7,0,9,0.03,0.01,1,0.03,2.515000105,1,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e5e9f949ec7440200735db7,0,10,0.01,0.04,1,0.01,2.472000122,1,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e5e9f949ec7440200735db7,0,11,0.02,0.02,1,0.02,1.971999884,2,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e5e9f949ec7440200735db7,0,12,0.05,0.01,0,0.01,1.946000099,2,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e5e9f949ec7440200735db7,0,13,0.04,0.01,0,0.01,2.07400012,1,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e5e9f949ec7440200735db7,0,14,0.03,0.05,0,0.05,1.539999962,2,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e5e9f949ec7440200735db7,0,15,0.01,0.05,0,0.05,3.315999985,2,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e5e9f949ec7440200735db7,0,16,0.03,0.03,0,0.03,1.600000143,2,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e5e9f949ec7440200735db7,0,17,0.05,0.03,1,0.05,1.950999975,1,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e5e9f949ec7440200735db7,0,18,0.05,0.01,0,0.01,1.491999865,1,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e5e9f949ec7440200735db7,0,19,0.01,0.04,1,0.01,2.105000019,2,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e5e9f949ec7440200735db7,0,20,0.03,0.02,0,0.02,2.097000122,1,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e5e9f949ec7440200735db7,0,21,0.03,0.05,0,0.05,1.861999989,1,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e5e9f949ec7440200735db7,0,22,0.01,0.02,0,0.02,2.772000074,2,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e5e9f949ec7440200735db7,0,23,0.01,0.03,1,0.01,2.767999887,1,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e5e9f949ec7440200735db7,0,24,0.01,0.02,1,0.01,2.295000076,2,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e5e9f949ec7440200735db7,0,25,0.05,0.01,0,0.01,2.003000021,1,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e5e9f949ec7440200735db7,0,26,0.04,0.03,1,0.04,2.697000027,2,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e5e9f949ec7440200735db7,0,27,0.04,0.01,0,0.01,2.566999912,1,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e5e9f949ec7440200735db7,0,28,0.04,0.02,0,0.02,2.156000137,1,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e5e9f949ec7440200735db7,0,29,0.01,0.01,0,0.01,2.186000109,1,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e5e9f949ec7440200735db7,0,30,0.03,0.03,1,0.03,2.197000027,1,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e5e9f949ec7440200735db7,0,31,0.05,0.01,0,0.01,2.134000063,1,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e5e9f949ec7440200735db7,0,32,0.05,0.02,0,0.02,3.214999914,1,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e5e9f949ec7440200735db7,0,33,0.05,0.02,1,0.05,2.224999905,2,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e5e9f949ec7440200735db7,0,34,0.02,0.03,0,0.03,3.232000113,2,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e5e9f949ec7440200735db7,0,35,0.02,0.04,1,0.02,1.639000177,1,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e5e9f949ec7440200735db7,0,36,0.02,0.02,0,0.02,2.864000082,1,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e5e9f949ec7440200735db7,0,37,0.04,0.01,1,0.04,1.974999905,1,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e5e9f949ec7440200735db7,0,38,0.02,0.05,1,0.02,1.963999987,1,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e5e9f949ec7440200735db7,0,39,0.01,0.02,1,0.01,2.421000004,2,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e5e9f949ec7440200735db7,0,40,0.05,0.03,1,0.05,1.995999813,1,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e5e9f949ec7440200735db7,0,41,0.04,0.04,1,0.04,1.707000017,1,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e5e9f949ec7440200735db7,0,42,0.05,0.01,0,0.01,2.855000019,2,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e5e9f949ec7440200735db7,0,43,0.02,0.04,1,0.02,2.098999977,2,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e5e9f949ec7440200735db7,0,44,0.03,0.02,0,0.02,3.002000093,2,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e5e9f949ec7440200735db7,0,45,0.05,0.04,1,0.05,1.894999981,2,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e5e9f949ec7440200735db7,0,46,0.05,0.02,1,0.05,2.001999855,1,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e5e9f949ec7440200735db7,0,47,0.01,0.03,1,0.01,1.546999931,1,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e5e9f949ec7440200735db7,0,48,0.01,0.05,0,0.05,2.476999998,1,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e5e9f949ec7440200735db7,0,49,0.05,0.02,0,0.02,1.928999901,2,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e5e9f949ec7440200735db7,0,50,0.04,0.03,1,0.04,3.463999987,1,20,25,6.083333333,64,16,21,16,11,15,26,1,2,10,43,0,0,0,0,21,33,22,41,16,49,12,13,35
5e76742575ad9c0506e721bb,0,1,0.05,0.04,,,,,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5e76742575ad9c0506e721bb,0,2,0.05,0.02,1,0.05,2.993999958,2,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5e76742575ad9c0506e721bb,0,3,0.03,0.02,,,,,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5e76742575ad9c0506e721bb,0,4,0.04,0.04,0,0.04,2.084000111,2,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5e76742575ad9c0506e721bb,0,5,0.03,0.02,0,0.02,2.897000074,1,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5e76742575ad9c0506e721bb,0,6,0.01,0.04,,,,,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5e76742575ad9c0506e721bb,0,7,0.05,0.02,0,0.02,3.288000107,2,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5e76742575ad9c0506e721bb,0,8,0.02,0.02,1,0.02,3.364000082,2,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5e76742575ad9c0506e721bb,0,9,0.02,0.05,0,0.05,2.587000132,2,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5e76742575ad9c0506e721bb,0,10,0.05,0.02,1,0.05,2.437000036,2,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5e76742575ad9c0506e721bb,0,11,0.01,0.05,0,0.05,1.96600008,2,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5e76742575ad9c0506e721bb,0,12,0.02,0.04,,,,,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5e76742575ad9c0506e721bb,0,13,0.02,0.04,1,0.02,1.747999907,1,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5e76742575ad9c0506e721bb,0,14,0.01,0.03,0,0.03,2.490999937,2,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5e76742575ad9c0506e721bb,0,15,0.04,0.01,1,0.04,2.560000181,2,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5e76742575ad9c0506e721bb,0,16,0.04,0.01,1,0.04,1.700999975,1,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5e76742575ad9c0506e721bb,0,17,0.01,0.02,0,0.02,1.914000034,1,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5e76742575ad9c0506e721bb,0,18,0.03,0.03,0,0.03,2.315000057,2,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5e76742575ad9c0506e721bb,0,19,0.03,0.01,1,0.03,3.382999897,1,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5e76742575ad9c0506e721bb,0,20,0.05,0.01,0,0.01,3.029000044,1,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5e76742575ad9c0506e721bb,0,21,0.04,0.03,0,0.03,2.436999798,2,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5e76742575ad9c0506e721bb,0,22,0.01,0.03,0,0.03,2.438999891,2,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5e76742575ad9c0506e721bb,0,23,0.04,0.01,0,0.01,1.94900012,1,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5e76742575ad9c0506e721bb,0,24,0.01,0.02,1,0.01,2.146000147,2,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5e76742575ad9c0506e721bb,0,25,0.01,0.04,0,0.04,2.395999908,1,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5e76742575ad9c0506e721bb,0,26,0.01,0.04,,,,,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5e76742575ad9c0506e721bb,0,27,0.03,0.05,0,0.05,1.896999836,2,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5e76742575ad9c0506e721bb,0,28,0.05,0.01,1,0.05,2.485000134,1,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5e76742575ad9c0506e721bb,0,29,0.04,0.02,0,0.02,1.978999853,1,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5e76742575ad9c0506e721bb,0,30,0.01,0.01,1,0.01,3.041000128,2,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5e76742575ad9c0506e721bb,0,31,0.02,0.02,0,0.02,2.986999989,1,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5e76742575ad9c0506e721bb,0,32,0.05,0.01,0,0.01,2.544000149,1,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5e76742575ad9c0506e721bb,0,33,0.05,0.01,0,0.01,1.540999889,1,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5e76742575ad9c0506e721bb,0,34,0.01,0.02,0,0.02,1.883000135,2,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5e76742575ad9c0506e721bb,0,35,0.04,0.03,0,0.03,2.065000057,1,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5e76742575ad9c0506e721bb,0,36,0.02,0.03,0,0.03,3.349999905,2,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5e76742575ad9c0506e721bb,0,37,0.05,0.03,1,0.05,2.576000214,1,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5e76742575ad9c0506e721bb,0,38,0.03,0.01,0,0.01,3.967000008,2,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5e76742575ad9c0506e721bb,0,39,0.05,0.03,1,0.05,2.368000031,2,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5e76742575ad9c0506e721bb,0,40,0.04,0.03,1,0.04,2.153000116,1,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5e76742575ad9c0506e721bb,0,41,0.01,0.05,1,0.01,1.776000023,2,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5e76742575ad9c0506e721bb,0,42,0.03,0.05,0,0.05,1.450000048,1,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5e76742575ad9c0506e721bb,0,43,0.05,0.03,1,0.05,2.268999815,1,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5e76742575ad9c0506e721bb,0,44,0.02,0.03,0,0.03,2.724999905,1,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5e76742575ad9c0506e721bb,0,45,0.05,0.01,0,0.01,1.842999935,2,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5e76742575ad9c0506e721bb,0,46,0.05,0.02,0,0.02,2.690000057,2,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5e76742575ad9c0506e721bb,0,47,0.02,0.05,0,0.05,2.147000074,1,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5e76742575ad9c0506e721bb,0,48,0.01,0.05,0,0.05,3.224000216,1,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5e76742575ad9c0506e721bb,0,49,0.02,0.01,1,0.02,2.84499979,2,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5e76742575ad9c0506e721bb,0,50,0.03,0.03,1,0.03,2.937000036,1,17,26,5.666666667,92,19,28,19,26,16,0,0,0,0,52,0,0,0,0,28,0,32,43,10,61,22,3,46
5ea3310bf9c4f828f0c909c5,0,1,0.03,0.02,1,0.03,2.09100008,1,19,19,5.333333333,65,16,23,12,14,15,0,0,0,0,42,0,0,0,0,24,0,35,33,16,48,20,7,34
5ea3310bf9c4f828f0c909c5,0,2,0.02,0.05,1,0.02,1.529000044,1,19,19,5.333333333,65,16,23,12,14,15,0,0,0,0,42,0,0,0,0,24,0,35,33,16,48,20,7,34
5ea3310bf9c4f828f0c909c5,0,3,0.04,0.01,1,0.04,1.710999966,1,19,19,5.333333333,65,16,23,12,14,15,0,0,0,0,42,0,0,0,0,24,0,35,33,16,48,20,7,34
5ea3310bf9c4f828f0c909c5,0,4,0.05,0.03,1,0.05,1.562999964,1,19,19,5.333333333,65,16,23,12,14,15,0,0,0,0,42,0,0,0,0,24,0,35,33,16,48,20,7,34
5ea3310bf9c4f828f0c909c5,0,5,0.04,0.02,1,0.04,1.728999853,2,19,19,5.333333333,65,16,23,12,14,15,0,0,0,0,42,0,0,0,0,24,0,35,33,16,48,20,7,34
5ea3310bf9c4f828f0c909c5,0,6,0.04,0.04,1,0.04,1.865999937,1,19,19,5.333333333,65,16,23,12,14,15,0,0,0,0,42,0,0,0,0,24,0,35,33,16,48,20,7,34
5ea3310bf9c4f828f0c909c5,0,7,0.05,0.04,0,0.04,1.81099987,1,19,19,5.333333333,65,16,23,12,14,15,0,0,0,0,42,0,0,0,0,24,0,35,33,16,48,20,7,34
5ea3310bf9c4f828f0c909c5,0,8,0.05,0.03,1,0.05,2.264000177,2,19,19,5.333333333,65,16,23,12,14,15,0,0,0,0,42,0,0,0,0,24,0,35,33,16,48,20,7,34
5ea3310bf9c4f828f0c909c5,0,9,0.02,0.02,1,0.02,2.634000063,2,19,19,5.333333333,65,16,23,12,14,15,0,0,0,0,42,0,0,0,0,24,0,35,33,16,48,20,7,34
5ea3310bf9c4f828f0c909c5,0,10,0.05,0.02,1,0.05,2.931999922,2,19,19,5.333333333,65,16,23,12,14,15,0,0,0,0,42,0,0,0,0,24,0,35,33,16,48,20,7,34
5ea3310bf9c4f828f0c909c5,0,11,0.03,0.03,1,0.03,2.049000025,1,19,19,5.333333333,65,16,23,12,14,15,0,0,0,0,42,0,0,0,0,24,0,35,33,16,48,20,7,34
5ea3310bf9c4f828f0c909c5,0,12,0.01,0.03,0,0.03,2.948000193,2,19,19,5.333333333,65,16,23,12,14,15,0,0,0,0,42,0,0,0,0,24,0,35,33,16,48,20,7,34
5ea3310bf9c4f828f0c909c5,0,13,0.01,0.05,1,0.01,2.51699996,1,19,19,5.333333333,65,16,23,12,14,15,0,0,0,0,42,0,0,0,0,24,0,35,33,16,48,20,7,34
