subid,balanced,subtrial,social_money,nonsocial_money,exp_chosen,decision_price,reaction_time,response,Mood,AQ,MSPSS,IRI_total,IRI_FS,IRI_EC,IRI_PD,IRI_PT,BRCS,LSAS,LSAS_FEAR,LSAS_AVOIDANCE,CESD,UCLA_loneliness,BISBAS_BIS,BISBAS_BASRR,BISBAS_FS,BISBAS_BASD,RSE,STAI,UM_AFFILIATION,UM_INTIMACY,COVIDexperience_score,COVIDimpacts_score,COVIDthreat_score,COVIDpsychstress_score,MSSSF
55ea70c37480920010aa9982,0,29,0.01,0.04,0,0.04,2.6650002,1,22,17,5.75,45,11,6,5,23,16,32,2,0,3,35,0,0,0,0,40,20,17,18,14,18,14,2,25
55ea70c37480920010aa9982,0,30,0.03,0.03,0,0.03,1.778999805,2,22,17,5.75,45,11,6,5,23,16,32,2,0,3,35,0,0,0,0,40,20,17,18,14,18,14,2,25
55ea70c37480920010aa9982,0,31,0.03,0.02,0,0.02,2.457999945,1,22,17,5.75,45,11,6,5,23,16,32,2,0,3,35,0,0,0,0,40,20,17,18,14,18,14,2,25
55ea70c37480920010aa9982,0,32,0.05,0.01,1,0.05,3.361000061,1,22,17,5.75,45,11,6,5,23,16,32,2,0,3,35,0,0,0,0,40,20,17,18,14,18,14,2,25
55ea70c37480920010aa9982,0,33,0.05,0.03,0,0.03,3.217000008,2,22,17,5.75,45,11,6,5,23,16,32,2,0,3,35,0,0,0,0,40,20,17,18,14,18,14,2,25
55ea70c37480920010aa9982,0,34,0.01,0.02,0,0.02,1.839999914,2,22,17,5.75,45,11,6,5,23,16,32,2,0,3,35,0,0,0,0,40,20,17,18,14,18,14,2,25
55ea70c37480920010aa9982,0,35,0.03,0.01,0,0.01,3.522000074,2,22,17,5.75,45,11,6,5,23,16,32,2,0,3,35,0,0,0,0,40,20,17,18,14,18,14,2,25
55ea70c37480920010aa9982,0,36,0.05,0.01,0,0.01,1.876999855,1,22,17,5.75,45,11,6,5,23,16,32,2,0,3,35,0,0,0,0,40,20,17,18,14,18,14,2,25
55ea70c37480920010aa9982,0,37,0.02,0.02,1,0.02,3.493999958,2,22,17,5.75,45,11,6,5,23,16,32,2,0,3,35,0,0,0,0,40,20,17,18,14,18,14,2,25
55ea70c37480920010aa9982,0,38,0.04,0.04,0,0.04,4.24000001,2,22,17,5.75,45,11,6,5,23,16,32,2,0,3,35,0,0,0,0,40,20,17,18,14,18,14,2,25
55ea70c37480920010aa9982,0,39,0.03,0.01,0,0.01,3.109999895,2,22,17,5.75,45,11,6,5,23,16,32,2,0,3,35,0,0,0,0,40,20,17,18,14,18,14,2,25
55ea70c37480920010aa9982,0,40,0.05,0.02,0,0.02,1.391000032,2,22,17,5.75,45,11,6,5,23,16,32,2,0,3,35,0,0,0,0,40,20,17,18,14,18,14,2,25
55ea70c37480920010aa9982,0,41,0.05,0.01,1,0.05,5.444000006,2,22,17,5.75,45,11,6,5,23,16,32,2,0,3,35,0,0,0,0,40,20,17,18,14,18,14,2,25
55ea70c37480920010aa9982,0,42,0.05,0.01,1,0.05,3.554000139,1,22,17,5.75,45,11,6,5,23,16,32,2,0,3,35,0,0,0,0,40,20,17,18,14,18,14,2,25
