,subid,subtrial,social_money,nonsocial_money,exp_chosen,decision_price,reaction_time,AQ,MSPSS,IRI_total,IRI_FS,IRI_EC,IRI_PD,IRI_PT
2,56f745653bd969000d170c15,3,0.01,0.05,0,0.05,2.2430000000000003,32,4.916666667,70,20,15,15,20
3,56f745653bd969000d170c15,4,0.04,0.03,1,0.04,3.335,32,4.916666667,70,20,15,15,20
4,56f745653bd969000d170c15,5,0.02,0.02,0,0.02,2.59,32,4.916666667,70,20,15,15,20
5,56f745653bd969000d170c15,6,0.03,0.05,0,0.05,2.66,32,4.916666667,70,20,15,15,20
6,56f745653bd969000d170c15,7,0.05,0.01,1,0.05,1.925,32,4.916666667,70,20,15,15,20
7,56f745653bd969000d170c15,8,0.02,0.05,1,0.02,2.862,32,4.916666667,70,20,15,15,20
8,56f745653bd969000d170c15,9,0.05,0.03,0,0.03,3.431,32,4.916666667,70,20,15,15,20
9,56f745653bd969000d170c15,10,0.05,0.02,1,0.05,2.389,32,4.916666667,70,20,15,15,20
10,56f745653bd969000d170c15,11,0.03,0.02,0,0.02,6.2170000000000005,32,4.916666667,70,20,15,15,20
11,56f745653bd969000d170c15,12,0.03,0.01,0,0.01,2.266,32,4.916666667,70,20,15,15,20
12,56f745653bd969000d170c15,13,0.03,0.03,0,0.03,2.919,32,4.916666667,70,20,15,15,20
13,56f745653bd969000d170c15,14,0.02,0.01,1,0.02,2.654,32,4.916666667,70,20,15,15,20
14,56f745653bd969000d170c15,15,0.02,0.05,0,0.05,2.173,32,4.916666667,70,20,15,15,20
15,56f745653bd969000d170c15,16,0.01,0.04,0,0.04,1.706,32,4.916666667,70,20,15,15,20
16,56f745653bd969000d170c15,17,0.05,0.01,0,0.01,2.6060000000000003,32,4.916666667,70,20,15,15,20
17,56f745653bd969000d170c15,18,0.01,0.01,1,0.01,3.432,32,4.916666667,70,20,15,15,20
18,56f745653bd969000d170c15,19,0.05,0.03,1,0.05,3.4610000000000003,32,4.916666667,70,20,15,15,20
19,56f745653bd969000d170c15,20,0.05,0.03,1,0.05,3.584,32,4.916666667,70,20,15,15,20
20,56f745653bd969000d170c15,21,0.05,0.04,0,0.04,2.252,32,4.916666667,70,20,15,15,20
21,56f745653bd969000d170c15,22,0.02,0.04,0,0.04,5.309,32,4.916666667,70,20,15,15,20
22,56f745653bd969000d170c15,23,0.01,0.03,0,0.03,3.751,32,4.916666667,70,20,15,15,20
23,56f745653bd969000d170c15,24,0.04,0.01,1,0.04,3.158,32,4.916666667,70,20,15,15,20
24,56f745653bd969000d170c15,25,0.03,0.01,,,,32,4.916666667,70,20,15,15,20
25,56f745653bd969000d170c15,26,0.03,0.03,0,0.03,2.715,32,4.916666667,70,20,15,15,20
26,56f745653bd969000d170c15,27,0.01,0.02,1,0.01,3.272,32,4.916666667,70,20,15,15,20
27,56f745653bd969000d170c15,28,0.01,0.04,1,0.01,3.667,32,4.916666667,70,20,15,15,20
28,56f745653bd969000d170c15,29,0.02,0.05,0,0.05,2.945,32,4.916666667,70,20,15,15,20
29,56f745653bd969000d170c15,30,0.01,0.05,1,0.01,1.693,32,4.916666667,70,20,15,15,20
30,56f745653bd969000d170c15,31,0.05,0.02,0,0.02,2.3480000000000003,32,4.916666667,70,20,15,15,20
31,56f745653bd969000d170c15,32,0.04,0.03,1,0.04,3.21,32,4.916666667,70,20,15,15,20
32,56f745653bd969000d170c15,33,0.04,0.01,0,0.01,4.877,32,4.916666667,70,20,15,15,20
33,56f745653bd969000d170c15,34,0.04,0.04,1,0.04,2.139,32,4.916666667,70,20,15,15,20
34,56f745653bd969000d170c15,35,0.05,0.01,1,0.05,2.023,32,4.916666667,70,20,15,15,20
35,56f745653bd969000d170c15,36,0.04,0.03,0,0.03,3.855,32,4.916666667,70,20,15,15,20
36,56f745653bd969000d170c15,37,0.02,0.04,0,0.04,2.676,32,4.916666667,70,20,15,15,20
37,56f745653bd969000d170c15,38,0.03,0.05,1,0.03,2.131,32,4.916666667,70,20,15,15,20
38,56f745653bd969000d170c15,39,0.01,0.02,0,0.02,1.778,32,4.916666667,70,20,15,15,20
39,56f745653bd969000d170c15,40,0.02,0.03,0,0.03,1.3259999999999998,32,4.916666667,70,20,15,15,20
40,56f745653bd969000d170c15,41,0.02,0.03,1,0.02,1.6880000000000002,32,4.916666667,70,20,15,15,20
41,56f745653bd969000d170c15,42,0.03,0.02,0,0.02,2.88,32,4.916666667,70,20,15,15,20
42,56f745653bd969000d170c15,43,0.01,0.04,0,0.04,2.521,32,4.916666667,70,20,15,15,20
43,56f745653bd969000d170c15,44,0.01,0.05,1,0.01,3.022,32,4.916666667,70,20,15,15,20
44,56f745653bd969000d170c15,45,0.02,0.02,0,0.02,1.278,32,4.916666667,70,20,15,15,20
45,56f745653bd969000d170c15,46,0.05,0.01,1,0.05,3.382,32,4.916666667,70,20,15,15,20
46,56f745653bd969000d170c15,47,0.05,0.02,1,0.05,2.375,32,4.916666667,70,20,15,15,20
47,56f745653bd969000d170c15,48,0.01,0.02,0,0.02,2.069,32,4.916666667,70,20,15,15,20
48,56f745653bd969000d170c15,49,0.01,0.03,0,0.03,5.044,32,4.916666667,70,20,15,15,20
49,56f745653bd969000d170c15,50,0.04,0.01,0,0.01,4.682,32,4.916666667,70,20,15,15,20
0,60b0334a2e48ac0856f33161,1,0.05,0.01,0,0.01,2.230000019,18,5.75,87,22,25,20,20
1,60b0334a2e48ac0856f33161,2,0.05,0.03,1,0.05,3.617000103,18,5.75,87,22,25,20,20
2,60b0334a2e48ac0856f33161,3,0.03,0.02,0,0.02,2.583999872,18,5.75,87,22,25,20,20
3,60b0334a2e48ac0856f33161,4,0.05,0.01,1,0.05,1.957000017,18,5.75,87,22,25,20,20
4,60b0334a2e48ac0856f33161,5,0.03,0.05,0,0.05,1.7660000319999998,18,5.75,87,22,25,20,20
5,60b0334a2e48ac0856f33161,6,0.01,0.03,0,0.03,1.569000006,18,5.75,87,22,25,20,20
6,60b0334a2e48ac0856f33161,7,0.03,0.03,0,0.03,1.465000153,18,5.75,87,22,25,20,20
7,60b0334a2e48ac0856f33161,8,0.01,0.01,0,0.01,1.812000036,18,5.75,87,22,25,20,20
8,60b0334a2e48ac0856f33161,9,0.01,0.04,0,0.04,1.929999828,18,5.75,87,22,25,20,20
9,60b0334a2e48ac0856f33161,10,0.05,0.03,0,0.03,1.843999863,18,5.75,87,22,25,20,20
10,60b0334a2e48ac0856f33161,11,0.05,0.03,0,0.03,1.711000204,18,5.75,87,22,25,20,20
11,60b0334a2e48ac0856f33161,12,0.01,0.02,1,0.01,2.129999876,18,5.75,87,22,25,20,20
12,60b0334a2e48ac0856f33161,13,0.04,0.02,0,0.02,0.7630000109999999,18,5.75,87,22,25,20,20
13,60b0334a2e48ac0856f33161,14,0.04,0.03,0,0.03,0.711999893,18,5.75,87,22,25,20,20
14,60b0334a2e48ac0856f33161,15,0.04,0.01,0,0.01,0.8299999240000001,18,5.75,87,22,25,20,20
15,60b0334a2e48ac0856f33161,16,0.02,0.02,0,0.02,0.480000019,18,5.75,87,22,25,20,20
16,60b0334a2e48ac0856f33161,17,0.05,0.04,0,0.04,0.8619999890000001,18,5.75,87,22,25,20,20
17,60b0334a2e48ac0856f33161,18,0.01,0.03,1,0.01,0.962999821,18,5.75,87,22,25,20,20
18,60b0334a2e48ac0856f33161,19,0.04,0.01,0,0.01,1.053000212,18,5.75,87,22,25,20,20
19,60b0334a2e48ac0856f33161,20,0.02,0.05,1,0.02,0.8110001090000001,18,5.75,87,22,25,20,20
20,60b0334a2e48ac0856f33161,21,0.01,0.05,1,0.01,0.746999979,18,5.75,87,22,25,20,20
21,60b0334a2e48ac0856f33161,22,0.02,0.03,1,0.02,1.111999989,18,5.75,87,22,25,20,20
22,60b0334a2e48ac0856f33161,23,0.05,0.02,0,0.02,0.733999968,18,5.75,87,22,25,20,20
23,60b0334a2e48ac0856f33161,24,0.05,0.01,0,0.01,0.464999914,18,5.75,87,22,25,20,20
24,60b0334a2e48ac0856f33161,25,0.01,0.05,1,0.01,0.6480000020000001,18,5.75,87,22,25,20,20
25,60b0334a2e48ac0856f33161,26,0.01,0.05,1,0.01,0.617000103,18,5.75,87,22,25,20,20
26,60b0334a2e48ac0856f33161,27,0.04,0.04,1,0.04,1.062000036,18,5.75,87,22,25,20,20
27,60b0334a2e48ac0856f33161,28,0.03,0.01,0,0.01,0.475999832,18,5.75,87,22,25,20,20
28,60b0334a2e48ac0856f33161,29,0.02,0.03,1,0.02,0.7619998459999999,18,5.75,87,22,25,20,20
29,60b0334a2e48ac0856f33161,30,0.02,0.05,1,0.02,0.729999781,18,5.75,87,22,25,20,20
30,60b0334a2e48ac0856f33161,31,0.05,0.01,0,0.01,0.5950000289999999,18,5.75,87,22,25,20,20
31,60b0334a2e48ac0856f33161,32,0.05,0.02,0,0.02,0.69299984,18,5.75,87,22,25,20,20
32,60b0334a2e48ac0856f33161,33,0.04,0.03,0,0.03,0.8770000929999999,18,5.75,87,22,25,20,20
33,60b0334a2e48ac0856f33161,34,0.02,0.04,1,0.02,0.681999922,18,5.75,87,22,25,20,20
34,60b0334a2e48ac0856f33161,35,0.01,0.04,1,0.01,0.6790001390000001,18,5.75,87,22,25,20,20
35,60b0334a2e48ac0856f33161,36,0.01,0.02,1,0.01,0.792000055,18,5.75,87,22,25,20,20
36,60b0334a2e48ac0856f33161,37,0.05,0.02,0,0.02,0.713999987,18,5.75,87,22,25,20,20
37,60b0334a2e48ac0856f33161,38,0.02,0.02,1,0.02,0.907999992,18,5.75,87,22,25,20,20
38,60b0334a2e48ac0856f33161,39,0.05,0.01,0,0.01,1.027999878,18,5.75,87,22,25,20,20
39,60b0334a2e48ac0856f33161,40,0.03,0.02,0,0.02,1.02699995,18,5.75,87,22,25,20,20
40,60b0334a2e48ac0856f33161,41,0.02,0.01,0,0.01,0.832999945,18,5.75,87,22,25,20,20
41,60b0334a2e48ac0856f33161,42,0.02,0.04,1,0.02,0.8610000609999999,18,5.75,87,22,25,20,20
42,60b0334a2e48ac0856f33161,43,0.04,0.03,0,0.03,0.843999863,18,5.75,87,22,25,20,20
43,60b0334a2e48ac0856f33161,44,0.02,0.05,1,0.02,0.825999975,18,5.75,87,22,25,20,20
44,60b0334a2e48ac0856f33161,45,0.01,0.02,1,0.01,0.646999836,18,5.75,87,22,25,20,20
45,60b0334a2e48ac0856f33161,46,0.03,0.05,1,0.03,0.8250000479999999,18,5.75,87,22,25,20,20
46,60b0334a2e48ac0856f33161,47,0.03,0.01,0,0.01,0.7300000190000001,18,5.75,87,22,25,20,20
47,60b0334a2e48ac0856f33161,48,0.03,0.03,0,0.03,0.992000103,18,5.75,87,22,25,20,20
48,60b0334a2e48ac0856f33161,49,0.01,0.04,1,0.01,0.742000103,18,5.75,87,22,25,20,20
49,60b0334a2e48ac0856f33161,50,0.04,0.01,0,0.01,0.77699995,18,5.75,87,22,25,20,20
0,60e41b5208ffba4a93ddbab3,1,0.02,0.02,1,0.02,2.044000149,19,5.583333333,68,15,19,18,16
1,60e41b5208ffba4a93ddbab3,2,0.05,0.01,1,0.05,1.132000208,19,5.583333333,68,15,19,18,16
2,60e41b5208ffba4a93ddbab3,3,0.05,0.01,0,0.01,2.128000021,19,5.583333333,68,15,19,18,16
3,60e41b5208ffba4a93ddbab3,4,0.05,0.04,0,0.04,2.201999903,19,5.583333333,68,15,19,18,16
4,60e41b5208ffba4a93ddbab3,5,0.05,0.03,0,0.03,1.046999931,19,5.583333333,68,15,19,18,16
5,60e41b5208ffba4a93ddbab3,6,0.04,0.01,0,0.01,1.638000011,19,5.583333333,68,15,19,18,16
6,60e41b5208ffba4a93ddbab3,7,0.05,0.01,1,0.05,1.790999889,19,5.583333333,68,15,19,18,16
7,60e41b5208ffba4a93ddbab3,8,0.03,0.03,0,0.03,0.981999874,19,5.583333333,68,15,19,18,16
8,60e41b5208ffba4a93ddbab3,9,0.02,0.01,1,0.02,1.878000021,19,5.583333333,68,15,19,18,16
9,60e41b5208ffba4a93ddbab3,10,0.04,0.03,1,0.04,1.717999935,19,5.583333333,68,15,19,18,16
10,60e41b5208ffba4a93ddbab3,11,0.01,0.04,0,0.04,1.440999985,19,5.583333333,68,15,19,18,16
11,60e41b5208ffba4a93ddbab3,12,0.01,0.01,1,0.01,1.567000151,19,5.583333333,68,15,19,18,16
12,60e41b5208ffba4a93ddbab3,13,0.01,0.05,1,0.01,1.960000038,19,5.583333333,68,15,19,18,16
13,60e41b5208ffba4a93ddbab3,14,0.04,0.03,0,0.03,2.704999924,19,5.583333333,68,15,19,18,16
14,60e41b5208ffba4a93ddbab3,15,0.04,0.04,1,0.04,2.249000072,19,5.583333333,68,15,19,18,16
15,60e41b5208ffba4a93ddbab3,16,0.05,0.02,1,0.05,1.870000124,19,5.583333333,68,15,19,18,16
16,60e41b5208ffba4a93ddbab3,17,0.02,0.03,1,0.02,1.631999969,19,5.583333333,68,15,19,18,16
17,60e41b5208ffba4a93ddbab3,18,0.03,0.01,1,0.03,1.334000111,19,5.583333333,68,15,19,18,16
18,60e41b5208ffba4a93ddbab3,19,0.04,0.01,0,0.01,2.76699996,19,5.583333333,68,15,19,18,16
19,60e41b5208ffba4a93ddbab3,20,0.05,0.01,0,0.01,1.861000061,19,5.583333333,68,15,19,18,16
20,60e41b5208ffba4a93ddbab3,21,0.01,0.05,0,0.05,1.845999956,19,5.583333333,68,15,19,18,16
21,60e41b5208ffba4a93ddbab3,22,0.05,0.03,0,0.03,1.748000145,19,5.583333333,68,15,19,18,16
22,60e41b5208ffba4a93ddbab3,23,0.02,0.03,1,0.02,2.480999947,19,5.583333333,68,15,19,18,16
23,60e41b5208ffba4a93ddbab3,24,0.03,0.03,1,0.03,1.953999996,19,5.583333333,68,15,19,18,16
24,60e41b5208ffba4a93ddbab3,25,0.02,0.05,1,0.02,1.920000076,19,5.583333333,68,15,19,18,16
25,60e41b5208ffba4a93ddbab3,26,0.01,0.04,1,0.01,1.349000216,19,5.583333333,68,15,19,18,16
26,60e41b5208ffba4a93ddbab3,27,0.04,0.02,1,0.04,1.519999981,19,5.583333333,68,15,19,18,16
27,60e41b5208ffba4a93ddbab3,28,0.01,0.03,1,0.01,1.540999889,19,5.583333333,68,15,19,18,16
28,60e41b5208ffba4a93ddbab3,29,0.05,0.02,0,0.02,1.593999863,19,5.583333333,68,15,19,18,16
29,60e41b5208ffba4a93ddbab3,30,0.03,0.02,1,0.03,0.828999996,19,5.583333333,68,15,19,18,16
30,60e41b5208ffba4a93ddbab3,31,0.01,0.02,0,0.02,0.842999935,19,5.583333333,68,15,19,18,16
31,60e41b5208ffba4a93ddbab3,32,0.02,0.05,0,0.05,0.767999887,19,5.583333333,68,15,19,18,16
32,60e41b5208ffba4a93ddbab3,33,0.04,0.01,0,0.01,1.5669999119999998,19,5.583333333,68,15,19,18,16
33,60e41b5208ffba4a93ddbab3,34,0.01,0.02,1,0.01,1.499000072,19,5.583333333,68,15,19,18,16
34,60e41b5208ffba4a93ddbab3,35,0.01,0.05,1,0.01,1.81400013,19,5.583333333,68,15,19,18,16
35,60e41b5208ffba4a93ddbab3,36,0.01,0.04,1,0.01,1.098999977,19,5.583333333,68,15,19,18,16
36,60e41b5208ffba4a93ddbab3,37,0.03,0.05,1,0.03,1.603999853,19,5.583333333,68,15,19,18,16
37,60e41b5208ffba4a93ddbab3,38,0.02,0.02,1,0.02,1.097000122,19,5.583333333,68,15,19,18,16
38,60e41b5208ffba4a93ddbab3,39,0.05,0.03,1,0.05,1.753999949,19,5.583333333,68,15,19,18,16
39,60e41b5208ffba4a93ddbab3,40,0.05,0.02,1,0.05,1.397000074,19,5.583333333,68,15,19,18,16
40,60e41b5208ffba4a93ddbab3,41,0.03,0.05,1,0.03,0.808000088,19,5.583333333,68,15,19,18,16
41,60e41b5208ffba4a93ddbab3,42,0.02,0.04,1,0.02,0.8949999809999999,19,5.583333333,68,15,19,18,16
42,60e41b5208ffba4a93ddbab3,43,0.04,0.03,0,0.03,1.335999966,19,5.583333333,68,15,19,18,16
43,60e41b5208ffba4a93ddbab3,44,0.02,0.04,1,0.02,1.269000053,19,5.583333333,68,15,19,18,16
44,60e41b5208ffba4a93ddbab3,45,0.01,0.02,1,0.01,1.387000084,19,5.583333333,68,15,19,18,16
45,60e41b5208ffba4a93ddbab3,46,0.02,0.05,1,0.02,2.697999954,19,5.583333333,68,15,19,18,16
46,60e41b5208ffba4a93ddbab3,47,0.03,0.01,0,0.01,1.6919999119999998,19,5.583333333,68,15,19,18,16
47,60e41b5208ffba4a93ddbab3,48,0.05,0.01,0,0.01,1.256000042,19,5.583333333,68,15,19,18,16
48,60e41b5208ffba4a93ddbab3,49,0.01,0.03,0,0.03,1.213999987,19,5.583333333,68,15,19,18,16
49,60e41b5208ffba4a93ddbab3,50,0.03,0.02,0,0.02,0.967999935,19,5.583333333,68,15,19,18,16
0,5f18b5343b9a080d1e17db57,1,0.04,0.03,0,0.03,4.4869,33,4.416666667,75,27,20,6,22
1,5f18b5343b9a080d1e17db57,2,0.05,0.01,0,0.01,4.5114,33,4.416666667,75,27,20,6,22
2,5f18b5343b9a080d1e17db57,3,0.05,0.02,0,0.02,2.8449,33,4.416666667,75,27,20,6,22
3,5f18b5343b9a080d1e17db57,4,0.04,0.01,1,0.04,4.2632,33,4.416666667,75,27,20,6,22
4,5f18b5343b9a080d1e17db57,5,0.01,0.04,0,0.04,3.1271,33,4.416666667,75,27,20,6,22
5,5f18b5343b9a080d1e17db57,6,0.04,0.04,0,0.04,3.644,33,4.416666667,75,27,20,6,22
6,5f18b5343b9a080d1e17db57,7,0.03,0.02,0,0.02,2.7781,33,4.416666667,75,27,20,6,22
7,5f18b5343b9a080d1e17db57,8,0.02,0.02,1,0.02,3.5954,33,4.416666667,75,27,20,6,22
8,5f18b5343b9a080d1e17db57,9,0.01,0.03,0,0.03,3.512,33,4.416666667,75,27,20,6,22
9,5f18b5343b9a080d1e17db57,10,0.03,0.03,0,0.03,2.6115,33,4.416666667,75,27,20,6,22
10,5f18b5343b9a080d1e17db57,11,0.03,0.03,0,0.03,3.5775,33,4.416666667,75,27,20,6,22
11,5f18b5343b9a080d1e17db57,12,0.03,0.02,0,0.02,3.2102,33,4.416666667,75,27,20,6,22
12,5f18b5343b9a080d1e17db57,13,0.01,0.02,0,0.02,2.5273,33,4.416666667,75,27,20,6,22
13,5f18b5343b9a080d1e17db57,14,0.05,0.01,1,0.05,3.0746,33,4.416666667,75,27,20,6,22
14,5f18b5343b9a080d1e17db57,15,0.04,0.01,1,0.04,3.8138,33,4.416666667,75,27,20,6,22
15,5f18b5343b9a080d1e17db57,16,0.02,0.04,0,0.04,2.7788,33,4.416666667,75,27,20,6,22
16,5f18b5343b9a080d1e17db57,17,0.05,0.01,1,0.05,2.4945,33,4.416666667,75,27,20,6,22
17,5f18b5343b9a080d1e17db57,18,0.02,0.04,1,0.02,4.4792,33,4.416666667,75,27,20,6,22
18,5f18b5343b9a080d1e17db57,19,0.02,0.02,0,0.02,4.1948,33,4.416666667,75,27,20,6,22
19,5f18b5343b9a080d1e17db57,20,0.03,0.01,0,0.01,2.5943,33,4.416666667,75,27,20,6,22
20,5f18b5343b9a080d1e17db57,21,0.04,0.03,0,0.03,4.8118,33,4.416666667,75,27,20,6,22
21,5f18b5343b9a080d1e17db57,22,0.03,0.05,0,0.05,4.5288,33,4.416666667,75,27,20,6,22
22,5f18b5343b9a080d1e17db57,23,0.05,0.02,0,0.02,4.1591,33,4.416666667,75,27,20,6,22
23,5f18b5343b9a080d1e17db57,24,0.04,0.01,0,0.01,2.9264,33,4.416666667,75,27,20,6,22
24,5f18b5343b9a080d1e17db57,25,0.01,0.02,0,0.02,2.9928,33,4.416666667,75,27,20,6,22
25,5f18b5343b9a080d1e17db57,26,0.02,0.03,0,0.03,3.4792,33,4.416666667,75,27,20,6,22
26,5f18b5343b9a080d1e17db57,27,0.05,0.01,0,0.01,2.0769,33,4.416666667,75,27,20,6,22
27,5f18b5343b9a080d1e17db57,28,0.01,0.02,0,0.02,3.9616,33,4.416666667,75,27,20,6,22
28,5f18b5343b9a080d1e17db57,29,0.01,0.05,1,0.01,2.8284,33,4.416666667,75,27,20,6,22
29,5f18b5343b9a080d1e17db57,30,0.05,0.02,0,0.02,2.6458,33,4.416666667,75,27,20,6,22
30,5f18b5343b9a080d1e17db57,31,0.02,0.05,1,0.02,2.5617,33,4.416666667,75,27,20,6,22
31,5f18b5343b9a080d1e17db57,32,0.01,0.04,1,0.01,1.9406,33,4.416666667,75,27,20,6,22
32,5f18b5343b9a080d1e17db57,33,0.05,0.04,0,0.04,1.8946,33,4.416666667,75,27,20,6,22
33,5f18b5343b9a080d1e17db57,34,0.04,0.03,0,0.03,2.9287,33,4.416666667,75,27,20,6,22
34,5f18b5343b9a080d1e17db57,35,0.03,0.05,0,0.05,2.9275,33,4.416666667,75,27,20,6,22
35,5f18b5343b9a080d1e17db57,36,0.04,0.02,0,0.02,2.0451,33,4.416666667,75,27,20,6,22
36,5f18b5343b9a080d1e17db57,37,0.01,0.05,0,0.05,3.9639,33,4.416666667,75,27,20,6,22
37,5f18b5343b9a080d1e17db57,38,0.03,0.01,0,0.01,3.5624,33,4.416666667,75,27,20,6,22
38,5f18b5343b9a080d1e17db57,39,0.02,0.05,1,0.02,3.6298,33,4.416666667,75,27,20,6,22
39,5f18b5343b9a080d1e17db57,40,0.05,0.03,0,0.03,3.6448,33,4.416666667,75,27,20,6,22
40,5f18b5343b9a080d1e17db57,41,0.01,0.04,0,0.04,2.2261,33,4.416666667,75,27,20,6,22
41,5f18b5343b9a080d1e17db57,42,0.05,0.03,0,0.03,2.7782,33,4.416666667,75,27,20,6,22
42,5f18b5343b9a080d1e17db57,43,0.01,0.03,0,0.03,2.2287,33,4.416666667,75,27,20,6,22
43,5f18b5343b9a080d1e17db57,44,0.01,0.05,0,0.05,2.7101,33,4.416666667,75,27,20,6,22
44,5f18b5343b9a080d1e17db57,45,0.02,0.01,0,0.01,2.9115,33,4.416666667,75,27,20,6,22
45,5f18b5343b9a080d1e17db57,46,0.05,0.01,0,0.01,2.0284,33,4.416666667,75,27,20,6,22
46,5f18b5343b9a080d1e17db57,47,0.02,0.03,0,0.03,2.9792,33,4.416666667,75,27,20,6,22
47,5f18b5343b9a080d1e17db57,48,0.05,0.03,0,0.03,2.5455,33,4.416666667,75,27,20,6,22
48,5f18b5343b9a080d1e17db57,49,0.02,0.05,1,0.02,2.1949,33,4.416666667,75,27,20,6,22
49,5f18b5343b9a080d1e17db57,50,0.01,0.01,0,0.01,1.5939,33,4.416666667,75,27,20,6,22
0,5da23c68cf775d001724d361,1,0.04,0.01,0,0.01,3.697999954,21,5.666666667,74,22,21,16,15
1,5da23c68cf775d001724d361,2,0.01,0.01,1,0.01,2.838999987,21,5.666666667,74,22,21,16,15
2,5da23c68cf775d001724d361,3,0.02,0.05,1,0.02,2.185000181,21,5.666666667,74,22,21,16,15
3,5da23c68cf775d001724d361,4,0.02,0.02,0,0.02,2.84100008,21,5.666666667,74,22,21,16,15
4,5da23c68cf775d001724d361,5,0.03,0.05,1,0.03,3.730999947,21,5.666666667,74,22,21,16,15
5,5da23c68cf775d001724d361,6,0.03,0.05,1,0.03,2.179000139,21,5.666666667,74,22,21,16,15
6,5da23c68cf775d001724d361,7,0.02,0.04,1,0.02,1.506999969,21,5.666666667,74,22,21,16,15
7,5da23c68cf775d001724d361,8,0.02,0.04,1,0.02,2.0920000080000003,21,5.666666667,74,22,21,16,15
8,5da23c68cf775d001724d361,9,0.03,0.03,0,0.03,2.029999971,21,5.666666667,74,22,21,16,15
9,5da23c68cf775d001724d361,10,0.04,0.04,1,0.04,2.7039999960000003,21,5.666666667,74,22,21,16,15
10,5da23c68cf775d001724d361,11,0.05,0.01,0,0.01,1.092000008,21,5.666666667,74,22,21,16,15
11,5da23c68cf775d001724d361,12,0.05,0.01,0,0.01,2.809000015,21,5.666666667,74,22,21,16,15
12,5da23c68cf775d001724d361,13,0.01,0.03,1,0.01,1.378999949,21,5.666666667,74,22,21,16,15
13,5da23c68cf775d001724d361,14,0.01,0.03,1,0.01,2.619999886,21,5.666666667,74,22,21,16,15
14,5da23c68cf775d001724d361,15,0.05,0.03,0,0.03,1.661999941,21,5.666666667,74,22,21,16,15
15,5da23c68cf775d001724d361,16,0.05,0.04,0,0.04,2.088999987,21,5.666666667,74,22,21,16,15
16,5da23c68cf775d001724d361,17,0.04,0.01,0,0.01,1.105999947,21,5.666666667,74,22,21,16,15
17,5da23c68cf775d001724d361,18,0.01,0.05,1,0.01,1.78399992,21,5.666666667,74,22,21,16,15
18,5da23c68cf775d001724d361,19,0.03,0.01,0,0.01,1.3859999180000002,21,5.666666667,74,22,21,16,15
19,5da23c68cf775d001724d361,20,0.01,0.02,1,0.01,1.997999907,21,5.666666667,74,22,21,16,15
20,5da23c68cf775d001724d361,21,0.05,0.02,0,0.02,1.979000092,21,5.666666667,74,22,21,16,15
21,5da23c68cf775d001724d361,22,0.01,0.04,1,0.01,1.7860000130000002,21,5.666666667,74,22,21,16,15
22,5da23c68cf775d001724d361,23,0.01,0.05,1,0.01,2.207000017,21,5.666666667,74,22,21,16,15
23,5da23c68cf775d001724d361,24,0.03,0.03,1,0.03,2.901000023,21,5.666666667,74,22,21,16,15
24,5da23c68cf775d001724d361,25,0.02,0.03,1,0.02,1.037000179,21,5.666666667,74,22,21,16,15
25,5da23c68cf775d001724d361,26,0.02,0.02,0,0.02,3.487999916,21,5.666666667,74,22,21,16,15
26,5da23c68cf775d001724d361,27,0.05,0.01,0,0.01,1.901000023,21,5.666666667,74,22,21,16,15
27,5da23c68cf775d001724d361,28,0.05,0.01,0,0.01,1.7819998259999998,21,5.666666667,74,22,21,16,15
28,5da23c68cf775d001724d361,29,0.04,0.02,0,0.02,1.4090001580000002,21,5.666666667,74,22,21,16,15
29,5da23c68cf775d001724d361,30,0.02,0.01,0,0.01,1.6649999619999998,21,5.666666667,74,22,21,16,15
30,5da23c68cf775d001724d361,31,0.05,0.03,0,0.03,1.5380001069999998,21,5.666666667,74,22,21,16,15
31,5da23c68cf775d001724d361,32,0.02,0.05,1,0.02,1.6610000130000002,21,5.666666667,74,22,21,16,15
32,5da23c68cf775d001724d361,33,0.01,0.02,1,0.01,1.5669999119999998,21,5.666666667,74,22,21,16,15
33,5da23c68cf775d001724d361,34,0.03,0.02,0,0.02,1.164000034,21,5.666666667,74,22,21,16,15
34,5da23c68cf775d001724d361,35,0.04,0.03,0,0.03,1.94299984,21,5.666666667,74,22,21,16,15
35,5da23c68cf775d001724d361,36,0.02,0.05,1,0.02,1.181999922,21,5.666666667,74,22,21,16,15
36,5da23c68cf775d001724d361,37,0.02,0.03,1,0.02,1.657000065,21,5.666666667,74,22,21,16,15
37,5da23c68cf775d001724d361,38,0.04,0.01,0,0.01,1.601000071,21,5.666666667,74,22,21,16,15
38,5da23c68cf775d001724d361,39,0.01,0.02,1,0.01,2.180999994,21,5.666666667,74,22,21,16,15
39,5da23c68cf775d001724d361,40,0.05,0.02,0,0.02,0.979000092,21,5.666666667,74,22,21,16,15
40,5da23c68cf775d001724d361,41,0.04,0.03,0,0.03,1.628000021,21,5.666666667,74,22,21,16,15
41,5da23c68cf775d001724d361,42,0.03,0.02,0,0.02,1.6000001430000002,21,5.666666667,74,22,21,16,15
42,5da23c68cf775d001724d361,43,0.01,0.04,1,0.01,1.69299984,21,5.666666667,74,22,21,16,15
43,5da23c68cf775d001724d361,44,0.03,0.01,0,0.01,1.196000099,21,5.666666667,74,22,21,16,15
44,5da23c68cf775d001724d361,45,0.01,0.04,1,0.01,1.071000099,21,5.666666667,74,22,21,16,15
