subid,subtrial,social_money,nonsocial_money,exp_chosen,decision_price,reaction_time,AQ,MSPSS,IRI_total,IRI_FS,IRI_EC,IRI_PD,IRI_PT
60fdae513bfebe2fe0122138,7,0.03,0.01,0,0.01,4.9567,24,5.25,94,24,24,18,28
60fdae513bfebe2fe0122138,8,0.04,0.02,0,0.02,4.957,24,5.25,94,24,24,18,28
60fdae513bfebe2fe0122138,9,0.04,0.03,1,0.04,4.7564,24,5.25,94,24,24,18,28
60fdae513bfebe2fe0122138,10,0.05,0.03,0,0.03,2.6818,24,5.25,94,24,24,18,28
60fdae513bfebe2fe0122138,11,0.02,0.03,0,0.03,3.1753,24,5.25,94,24,24,18,28
60fdae513bfebe2fe0122138,12,0.01,0.05,1,0.01,2.7379,24,5.25,94,24,24,18,28
60fdae513bfebe2fe0122138,13,0.02,0.02,0,0.02,3.3549,24,5.25,94,24,24,18,28
60fdae513bfebe2fe0122138,14,0.04,0.05,1,0.04,2.4534,24,5.25,94,24,24,18,28
60fdae513bfebe2fe0122138,15,0.05,0.02,1,0.05,5.2183,24,5.25,94,24,24,18,28
60fdae513bfebe2fe0122138,16,0.02,0.02,0,0.02,7.0099,24,5.25,94,24,24,18,28
60fdae513bfebe2fe0122138,17,0.02,0.01,0,0.01,2.9206,24,5.25,94,24,24,18,28
60fdae513bfebe2fe0122138,18,0.04,0.04,0,0.04,3.2604,24,5.25,94,24,24,18,28
60fdae513bfebe2fe0122138,19,0.02,0.05,0,0.05,2.6534,24,5.25,94,24,24,18,28
60fdae513bfebe2fe0122138,20,0.03,0.04,1,0.03,2.8363,24,5.25,94,24,24,18,28
60fdae513bfebe2fe0122138,21,0.03,0.03,,,,24,5.25,94,24,24,18,28
60fdae513bfebe2fe0122138,22,0.05,0.04,0,0.04,4.0484,24,5.25,94,24,24,18,28
60fdae513bfebe2fe0122138,23,0.03,0.01,1,0.03,3.3922,24,5.25,94,24,24,18,28
60fdae513bfebe2fe0122138,24,0.05,0.02,1,0.05,3.9258,24,5.25,94,24,24,18,28
60fdae513bfebe2fe0122138,25,0.01,0.01,0,0.01,4.6767,24,5.25,94,24,24,18,28
60fdae513bfebe2fe0122138,26,0.04,0.05,1,0.04,4.3372,24,5.25,94,24,24,18,28
60fdae513bfebe2fe0122138,27,0.03,0.02,0,0.02,2.9462,24,5.25,94,24,24,18,28
60fdae513bfebe2fe0122138,28,0.02,0.05,0,0.05,3.7299,24,5.25,94,24,24,18,28
60fdae513bfebe2fe0122138,29,0.05,0.03,1,0.05,4.6604,24,5.25,94,24,24,18,28
60fdae513bfebe2fe0122138,30,0.01,0.03,1,0.01,3.5922,24,5.25,94,24,24,18,28
60fdae513bfebe2fe0122138,31,0.01,0.03,1,0.01,3.7344,24,5.25,94,24,24,18,28
60fdae513bfebe2fe0122138,32,0.02,0.04,1,0.02,4.7636,24,5.25,94,24,24,18,28
60fdae513bfebe2fe0122138,33,0.05,0.04,0,0.04,3.9614,24,5.25,94,24,24,18,28
60fdae513bfebe2fe0122138,34,0.02,0.03,0,0.03,3.1245,24,5.25,94,24,24,18,28
60fdae513bfebe2fe0122138,35,0.05,0.05,1,0.05,3.9086,24,5.25,94,24,24,18,28
60fdae513bfebe2fe0122138,36,0.03,0.05,1,0.03,4.9888,24,5.25,94,24,24,18,28
60fdae513bfebe2fe0122138,37,0.01,0.05,1,0.01,7.3439,24,5.25,94,24,24,18,28
60fdae513bfebe2fe0122138,38,0.05,0.01,0,0.01,2.4323,24,5.25,94,24,24,18,28
60fdae513bfebe2fe0122138,39,0.03,0.05,0,0.05,3.7599,24,5.25,94,24,24,18,28
60fdae513bfebe2fe0122138,40,0.04,0.04,1,0.04,3.075,24,5.25,94,24,24,18,28
60fdae513bfebe2fe0122138,41,0.02,0.01,0,0.01,2.8974,24,5.25,94,24,24,18,28
60fdae513bfebe2fe0122138,42,0.01,0.04,1,0.01,2.5252,24,5.25,94,24,24,18,28
60fdae513bfebe2fe0122138,43,0.04,0.01,0,0.01,2.3339,24,5.25,94,24,24,18,28
60fdae513bfebe2fe0122138,44,0.04,0.03,0,0.03,3.655,24,5.25,94,24,24,18,28
60fdae513bfebe2fe0122138,45,0.04,0.01,1,0.04,3.2265,24,5.25,94,24,24,18,28
60fdae513bfebe2fe0122138,46,0.03,0.02,1,0.03,3.0762,24,5.25,94,24,24,18,28
60fdae513bfebe2fe0122138,47,0.01,0.04,0,0.04,3.0738,24,5.25,94,24,24,18,28
60fdae513bfebe2fe0122138,48,0.03,0.04,0,0.04,2.6251,24,5.25,94,24,24,18,28
60fdae513bfebe2fe0122138,49,0.01,0.01,0,0.01,5.0427,24,5.25,94,24,24,18,28
60fdae513bfebe2fe0122138,50,0.05,0.01,0,0.01,4.1769,24,5.25,94,24,24,18,28
60fd89617258b322c92fdd03,1,0.01,0.04,0,0.04,3.0684,27,5.916666667,77,24,25,16,12
60fd89617258b322c92fdd03,2,0.03,0.02,1,0.03,1.9524,27,5.916666667,77,24,25,16,12
60fd89617258b322c92fdd03,3,0.02,0.04,1,0.02,2.7618,27,5.916666667,77,24,25,16,12
60fd89617258b322c92fdd03,4,0.03,0.04,1,0.03,2.2627,27,5.916666667,77,24,25,16,12
60fd89617258b322c92fdd03,5,0.02,0.05,1,0.02,2.3603,27,5.916666667,77,24,25,16,12
60fd89617258b322c92fdd03,6,0.01,0.05,1,0.01,1.6749,27,5.916666667,77,24,25,16,12
60fd89617258b322c92fdd03,7,0.03,0.05,1,0.03,1.8922,27,5.916666667,77,24,25,16,12
60fd89617258b322c92fdd03,8,0.05,0.03,1,0.05,2.2426,27,5.916666667,77,24,25,16,12
60fd89617258b322c92fdd03,9,0.03,0.03,0,0.03,2.8973,27,5.916666667,77,24,25,16,12
60fd89617258b322c92fdd03,10,0.03,0.01,0,0.01,2.1343,27,5.916666667,77,24,25,16,12
60fd89617258b322c92fdd03,11,0.01,0.04,0,0.04,4.7025,27,5.916666667,77,24,25,16,12
60fd89617258b322c92fdd03,12,0.01,0.02,0,0.02,2.0905,27,5.916666667,77,24,25,16,12
60fd89617258b322c92fdd03,13,0.05,0.05,1,0.05,2.8986,27,5.916666667,77,24,25,16,12
60fd89617258b322c92fdd03,14,0.05,0.01,0,0.01,2.3414,27,5.916666667,77,24,25,16,12
60fd89617258b322c92fdd03,15,0.05,0.04,1,0.05,1.3504,27,5.916666667,77,24,25,16,12
60fd89617258b322c92fdd03,16,0.01,0.05,1,0.01,1.7653,27,5.916666667,77,24,25,16,12
60fd89617258b322c92fdd03,17,0.05,0.01,0,0.01,4.2942,27,5.916666667,77,24,25,16,12
60fd89617258b322c92fdd03,18,0.05,0.03,0,0.03,2.3224,27,5.916666667,77,24,25,16,12
60fd89617258b322c92fdd03,19,0.02,0.02,0,0.02,2.6412,27,5.916666667,77,24,25,16,12
60fd89617258b322c92fdd03,20,0.05,0.02,0,0.02,3.0255,27,5.916666667,77,24,25,16,12
60fd89617258b322c92fdd03,21,0.01,0.03,1,0.01,1.8319,27,5.916666667,77,24,25,16,12
60fd89617258b322c92fdd03,22,0.05,0.05,0,0.05,2.8808,27,5.916666667,77,24,25,16,12
60fd89617258b322c92fdd03,23,0.02,0.02,0,0.02,4.8028,27,5.916666667,77,24,25,16,12
60fd89617258b322c92fdd03,24,0.01,0.03,1,0.01,2.3719,27,5.916666667,77,24,25,16,12
60fd89617258b322c92fdd03,25,0.02,0.01,0,0.01,1.4664,27,5.916666667,77,24,25,16,12
60fd89617258b322c92fdd03,26,0.04,0.03,1,0.04,1.921,27,5.916666667,77,24,25,16,12
60fd89617258b322c92fdd03,27,0.04,0.02,1,0.04,1.1873,27,5.916666667,77,24,25,16,12
60fd89617258b322c92fdd03,28,0.03,0.02,0,0.02,1.4447,27,5.916666667,77,24,25,16,12
60fd89617258b322c92fdd03,29,0.03,0.03,1,0.03,1.6163,27,5.916666667,77,24,25,16,12
60fd89617258b322c92fdd03,30,0.04,0.02,1,0.04,1.706,27,5.916666667,77,24,25,16,12
60fd89617258b322c92fdd03,31,0.04,0.05,1,0.04,2.2003,27,5.916666667,77,24,25,16,12
60fd89617258b322c92fdd03,32,0.05,0.02,1,0.05,1.9856,27,5.916666667,77,24,25,16,12
60fd89617258b322c92fdd03,33,0.01,0.01,1,0.01,1.4475,27,5.916666667,77,24,25,16,12
60fd89617258b322c92fdd03,34,0.02,0.01,0,0.01,3.8734,27,5.916666667,77,24,25,16,12
60fd89617258b322c92fdd03,35,0.04,0.04,0,0.04,1.4588,27,5.916666667,77,24,25,16,12
60fd89617258b322c92fdd03,36,0.03,0.04,1,0.03,1.4876,27,5.916666667,77,24,25,16,12
60fd89617258b322c92fdd03,37,0.02,0.05,0,0.05,2.2259,27,5.916666667,77,24,25,16,12
60fd89617258b322c92fdd03,38,0.01,0.02,1,0.01,2.0848,27,5.916666667,77,24,25,16,12
60fd89617258b322c92fdd03,39,0.02,0.03,0,0.03,1.187,27,5.916666667,77,24,25,16,12
60fd89617258b322c92fdd03,40,0.02,0.04,0,0.04,3.2184,27,5.916666667,77,24,25,16,12
60fd89617258b322c92fdd03,41,0.02,0.03,0,0.03,1.2449,27,5.916666667,77,24,25,16,12
60fd89617258b322c92fdd03,42,0.01,0.01,0,0.01,1.3248,27,5.916666667,77,24,25,16,12
60fd89617258b322c92fdd03,43,0.04,0.01,1,0.04,1.8848,27,5.916666667,77,24,25,16,12
60fd89617258b322c92fdd03,44,0.03,0.05,1,0.03,2.1448,27,5.916666667,77,24,25,16,12
60fd89617258b322c92fdd03,45,0.04,0.03,1,0.04,1.6685,27,5.916666667,77,24,25,16,12
60fd89617258b322c92fdd03,46,0.04,0.04,0,0.04,3.6318,27,5.916666667,77,24,25,16,12
60fd89617258b322c92fdd03,47,0.04,0.01,0,0.01,1.3251,27,5.916666667,77,24,25,16,12
60fd89617258b322c92fdd03,48,0.05,0.04,0,0.04,1.5531,27,5.916666667,77,24,25,16,12
60fd89617258b322c92fdd03,49,0.04,0.05,1,0.04,1.1908,27,5.916666667,77,24,25,16,12
60fd89617258b322c92fdd03,50,0.03,0.01,1,0.03,1.5553,27,5.916666667,77,24,25,16,12
610854af9b70aacc11550cde,1,0.05,0.01,0,0.01,2.9285,21,5.083333333,72,21,21,10,20
610854af9b70aacc11550cde,2,0.02,0.01,0,0.01,2.3224,21,5.083333333,72,21,21,10,20
610854af9b70aacc11550cde,3,0.03,0.02,1,0.03,4.5734,21,5.083333333,72,21,21,10,20
610854af9b70aacc11550cde,4,0.01,0.05,0,0.05,1.2389,21,5.083333333,72,21,21,10,20
610854af9b70aacc11550cde,5,0.01,0.05,1,0.01,2.5401,21,5.083333333,72,21,21,10,20
610854af9b70aacc11550cde,6,0.03,0.05,0,0.05,2.1072,21,5.083333333,72,21,21,10,20
610854af9b70aacc11550cde,7,0.02,0.05,0,0.05,1.8873,21,5.083333333,72,21,21,10,20
610854af9b70aacc11550cde,8,0.02,0.02,0,0.02,2.4057,21,5.083333333,72,21,21,10,20
610854af9b70aacc11550cde,9,0.01,0.01,0,0.01,3.1652,21,5.083333333,72,21,21,10,20
610854af9b70aacc11550cde,10,0.03,0.03,0,0.03,2.3214,21,5.083333333,72,21,21,10,20
610854af9b70aacc11550cde,11,0.03,0.05,1,0.03,1.8383,21,5.083333333,72,21,21,10,20
610854af9b70aacc11550cde,12,0.01,0.02,1,0.01,2.137599999,21,5.083333333,72,21,21,10,20
610854af9b70aacc11550cde,13,0.03,0.03,1,0.03,2.5722,21,5.083333333,72,21,21,10,20
610854af9b70aacc11550cde,14,0.03,0.04,1,0.03,2.0737,21,5.083333333,72,21,21,10,20
610854af9b70aacc11550cde,15,0.04,0.01,1,0.04,3.9557,21,5.083333333,72,21,21,10,20
610854af9b70aacc11550cde,16,0.01,0.03,0,0.03,3.1891,21,5.083333333,72,21,21,10,20
610854af9b70aacc11550cde,17,0.04,0.05,1,0.04,2.105599999,21,5.083333333,72,21,21,10,20
610854af9b70aacc11550cde,18,0.05,0.01,0,0.01,2.273299999,21,5.083333333,72,21,21,10,20
610854af9b70aacc11550cde,19,0.01,0.04,0,0.04,2.1052,21,5.083333333,72,21,21,10,20
610854af9b70aacc11550cde,20,0.05,0.05,0,0.05,3.0232,21,5.083333333,72,21,21,10,20
610854af9b70aacc11550cde,21,0.05,0.03,1,0.05,2.6731,21,5.083333333,72,21,21,10,20
610854af9b70aacc11550cde,22,0.02,0.02,1,0.02,1.8563,21,5.083333333,72,21,21,10,20
610854af9b70aacc11550cde,23,0.05,0.02,1,0.05,4.0387,21,5.083333333,72,21,21,10,20
610854af9b70aacc11550cde,24,0.04,0.02,0,0.02,3.156299999,21,5.083333333,72,21,21,10,20
610854af9b70aacc11550cde,25,0.01,0.02,0,0.02,3.5581,21,5.083333333,72,21,21,10,20
610854af9b70aacc11550cde,26,0.02,0.03,1,0.02,4.8051,21,5.083333333,72,21,21,10,20
610854af9b70aacc11550cde,27,0.01,0.01,1,0.01,3.0062,21,5.083333333,72,21,21,10,20
610854af9b70aacc11550cde,28,0.05,0.04,0,0.04,2.538700001,21,5.083333333,72,21,21,10,20
610854af9b70aacc11550cde,29,0.03,0.04,0,0.04,2.3558,21,5.083333333,72,21,21,10,20
610854af9b70aacc11550cde,30,0.03,0.01,1,0.03,4.989099999,21,5.083333333,72,21,21,10,20
610854af9b70aacc11550cde,31,0.02,0.04,0,0.04,2.2056,21,5.083333333,72,21,21,10,20
610854af9b70aacc11550cde,32,0.05,0.04,0,0.04,1.655,21,5.083333333,72,21,21,10,20
610854af9b70aacc11550cde,33,0.01,0.03,1,0.01,1.9897,21,5.083333333,72,21,21,10,20
610854af9b70aacc11550cde,34,0.05,0.03,0,0.03,1.6731,21,5.083333333,72,21,21,10,20
610854af9b70aacc11550cde,35,0.02,0.01,0,0.01,1.4066,21,5.083333333,72,21,21,10,20
610854af9b70aacc11550cde,36,0.05,0.02,0,0.02,2.1222,21,5.083333333,72,21,21,10,20
610854af9b70aacc11550cde,37,0.04,0.03,1,0.04,5.5884,21,5.083333333,72,21,21,10,20
610854af9b70aacc11550cde,38,0.01,0.04,0,0.04,1.6041,21,5.083333333,72,21,21,10,20
610854af9b70aacc11550cde,39,0.05,0.05,0,0.05,1.6061,21,5.083333333,72,21,21,10,20
610854af9b70aacc11550cde,40,0.02,0.03,0,0.03,1.955299999,21,5.083333333,72,21,21,10,20
610854af9b70aacc11550cde,41,0.04,0.01,0,0.01,1.8393,21,5.083333333,72,21,21,10,20
610854af9b70aacc11550cde,42,0.03,0.02,0,0.02,1.789400001,21,5.083333333,72,21,21,10,20
610854af9b70aacc11550cde,43,0.03,0.01,1,0.03,1.906099999,21,5.083333333,72,21,21,10,20
610854af9b70aacc11550cde,44,0.04,0.02,0,0.02,1.9395,21,5.083333333,72,21,21,10,20
610854af9b70aacc11550cde,45,0.02,0.05,0,0.05,2.0393,21,5.083333333,72,21,21,10,20
610854af9b70aacc11550cde,46,0.04,0.04,0,0.04,1.4077,21,5.083333333,72,21,21,10,20
610854af9b70aacc11550cde,47,0.04,0.03,1,0.04,1.856900001,21,5.083333333,72,21,21,10,20
610854af9b70aacc11550cde,48,0.04,0.04,0,0.04,2.0052,21,5.083333333,72,21,21,10,20
610854af9b70aacc11550cde,49,0.02,0.04,0,0.04,2.956700001,21,5.083333333,72,21,21,10,20
610854af9b70aacc11550cde,50,0.04,0.05,0,0.05,2.1555,21,5.083333333,72,21,21,10,20
61083f623522116ea15fdc05,1,0.02,0.02,0,0.02,2.3229,10,5.75,59,22,9,17,11
61083f623522116ea15fdc05,2,0.04,0.05,0,0.05,3.1881,10,5.75,59,22,9,17,11
61083f623522116ea15fdc05,3,0.01,0.04,0,0.04,3.5366,10,5.75,59,22,9,17,11
61083f623522116ea15fdc05,4,0.01,0.04,0,0.04,3.265,10,5.75,59,22,9,17,11
61083f623522116ea15fdc05,5,0.03,0.04,1,0.03,2.4289,10,5.75,59,22,9,17,11
61083f623522116ea15fdc05,6,0.03,0.03,1,0.03,2.0167,10,5.75,59,22,9,17,11
61083f623522116ea15fdc05,7,0.05,0.03,0,0.03,1.5764,10,5.75,59,22,9,17,11
61083f623522116ea15fdc05,8,0.02,0.02,1,0.02,1.9503,10,5.75,59,22,9,17,11
61083f623522116ea15fdc05,9,0.05,0.03,0,0.03,2.4168,10,5.75,59,22,9,17,11
61083f623522116ea15fdc05,10,0.05,0.01,1,0.05,2.2305,10,5.75,59,22,9,17,11
61083f623522116ea15fdc05,11,0.03,0.05,1,0.03,2.2676,10,5.75,59,22,9,17,11
61083f623522116ea15fdc05,12,0.02,0.05,1,0.02,2.5092,10,5.75,59,22,9,17,11
61083f623522116ea15fdc05,13,0.02,0.05,1,0.02,1.8955,10,5.75,59,22,9,17,11
61083f623522116ea15fdc05,14,0.05,0.04,0,0.04,2.0076,10,5.75,59,22,9,17,11
61083f623522116ea15fdc05,15,0.01,0.05,0,0.05,4.284,10,5.75,59,22,9,17,11
61083f623522116ea15fdc05,16,0.01,0.01,0,0.01,2.4822,10,5.75,59,22,9,17,11
61083f623522116ea15fdc05,17,0.02,0.01,1,0.02,2.3167,10,5.75,59,22,9,17,11
61083f623522116ea15fdc05,18,0.05,0.05,1,0.05,2.2629,10,5.75,59,22,9,17,11
61083f623522116ea15fdc05,19,0.04,0.04,1,0.04,3.2341,10,5.75,59,22,9,17,11
61083f623522116ea15fdc05,20,0.01,0.05,1,0.01,2.9343,10,5.75,59,22,9,17,11
61083f623522116ea15fdc05,21,0.03,0.03,1,0.03,3.9703,10,5.75,59,22,9,17,11
61083f623522116ea15fdc05,22,0.01,0.02,0,0.02,2.1802,10,5.75,59,22,9,17,11
61083f623522116ea15fdc05,23,0.04,0.02,1,0.04,2.9057,10,5.75,59,22,9,17,11
61083f623522116ea15fdc05,24,0.03,0.02,1,0.03,3.3141,10,5.75,59,22,9,17,11
61083f623522116ea15fdc05,25,0.04,0.01,1,0.04,3.3412,10,5.75,59,22,9,17,11
61083f623522116ea15fdc05,26,0.03,0.01,1,0.03,1.5984,10,5.75,59,22,9,17,11
61083f623522116ea15fdc05,27,0.01,0.03,1,0.01,3.2426,10,5.75,59,22,9,17,11
61083f623522116ea15fdc05,28,0.04,0.03,1,0.04,2.8105,10,5.75,59,22,9,17,11
61083f623522116ea15fdc05,29,0.04,0.02,0,0.02,3.12,10,5.75,59,22,9,17,11
61083f623522116ea15fdc05,30,0.04,0.04,1,0.04,2.5043,10,5.75,59,22,9,17,11
61083f623522116ea15fdc05,31,0.02,0.04,1,0.02,2.7003,10,5.75,59,22,9,17,11
61083f623522116ea15fdc05,32,0.03,0.05,0,0.05,1.8372,10,5.75,59,22,9,17,11
61083f623522116ea15fdc05,33,0.03,0.01,1,0.03,3.3695,10,5.75,59,22,9,17,11
61083f623522116ea15fdc05,34,0.05,0.02,1,0.05,3.3327,10,5.75,59,22,9,17,11
61083f623522116ea15fdc05,35,0.02,0.01,1,0.02,2.8105,10,5.75,59,22,9,17,11
61083f623522116ea15fdc05,36,0.01,0.01,0,0.01,3.0453,10,5.75,59,22,9,17,11
61083f623522116ea15fdc05,37,0.05,0.04,1,0.05,2.9915,10,5.75,59,22,9,17,11
61083f623522116ea15fdc05,38,0.04,0.01,1,0.04,1.9984,10,5.75,59,22,9,17,11
61083f623522116ea15fdc05,39,0.05,0.01,0,0.01,3.542,10,5.75,59,22,9,17,11
61083f623522116ea15fdc05,40,0.02,0.03,1,0.02,3.4917,10,5.75,59,22,9,17,11
61083f623522116ea15fdc05,41,0.05,0.02,0,0.02,4.0363,10,5.75,59,22,9,17,11
61083f623522116ea15fdc05,42,0.04,0.03,0,0.03,2.001,10,5.75,59,22,9,17,11
61083f623522116ea15fdc05,43,0.04,0.05,1,0.04,2.349,10,5.75,59,22,9,17,11
61083f623522116ea15fdc05,44,0.03,0.02,1,0.03,2.6429,10,5.75,59,22,9,17,11
61083f623522116ea15fdc05,45,0.01,0.02,0,0.02,3.2643,10,5.75,59,22,9,17,11
61083f623522116ea15fdc05,46,0.02,0.03,1,0.02,1.908,10,5.75,59,22,9,17,11
61083f623522116ea15fdc05,47,0.05,0.05,0,0.05,2.1822,10,5.75,59,22,9,17,11
61083f623522116ea15fdc05,48,0.01,0.03,1,0.01,3.695,10,5.75,59,22,9,17,11
61083f623522116ea15fdc05,49,0.03,0.04,1,0.03,1.42,10,5.75,59,22,9,17,11
61083f623522116ea15fdc05,50,0.02,0.04,0,0.04,3.6558,10,5.75,59,22,9,17,11
5914b7b50a4b9d0001add64f,1,0.05,0.01,0,0.01,1.1224,24,3.333333333,39,10,9,9,11
5914b7b50a4b9d0001add64f,2,0.04,0.05,1,0.04,1.1233,24,3.333333333,39,10,9,9,11
5914b7b50a4b9d0001add64f,3,0.03,0.03,0,0.03,1.458,24,3.333333333,39,10,9,9,11
5914b7b50a4b9d0001add64f,4,0.05,0.02,0,0.02,0.9252,24,3.333333333,39,10,9,9,11
5914b7b50a4b9d0001add64f,5,0.03,0.04,1,0.03,1.009,24,3.333333333,39,10,9,9,11
5914b7b50a4b9d0001add64f,6,0.01,0.01,1,0.01,1.171,24,3.333333333,39,10,9,9,11
5914b7b50a4b9d0001add64f,7,0.02,0.01,0,0.01,0.7113,24,3.333333333,39,10,9,9,11
5914b7b50a4b9d0001add64f,8,0.02,0.05,1,0.02,0.6919,24,3.333333333,39,10,9,9,11
5914b7b50a4b9d0001add64f,9,0.01,0.02,1,0.01,0.5917,24,3.333333333,39,10,9,9,11
5914b7b50a4b9d0001add64f,10,0.03,0.01,0,0.01,0.8434,24,3.333333333,39,10,9,9,11
5914b7b50a4b9d0001add64f,11,0.04,0.02,0,0.02,0.6939,24,3.333333333,39,10,9,9,11
5914b7b50a4b9d0001add64f,12,0.04,0.04,0,0.04,1.2973,24,3.333333333,39,10,9,9,11
5914b7b50a4b9d0001add64f,13,0.05,0.04,0,0.04,1.3405,24,3.333333333,39,10,9,9,11
5914b7b50a4b9d0001add64f,14,0.03,0.01,0,0.01,0.6423,24,3.333333333,39,10,9,9,11
5914b7b50a4b9d0001add64f,15,0.04,0.01,0,0.01,0.5759,24,3.333333333,39,10,9,9,11
5914b7b50a4b9d0001add64f,16,0.04,0.02,0,0.02,0.8116,24,3.333333333,39,10,9,9,11
5914b7b50a4b9d0001add64f,17,0.02,0.03,1,0.02,0.7784,24,3.333333333,39,10,9,9,11
5914b7b50a4b9d0001add64f,18,0.02,0.04,1,0.02,1.0454,24,3.333333333,39,10,9,9,11
5914b7b50a4b9d0001add64f,19,0.04,0.04,0,0.04,0.8973,24,3.333333333,39,10,9,9,11
5914b7b50a4b9d0001add64f,20,0.02,0.02,1,0.02,0.594,24,3.333333333,39,10,9,9,11
5914b7b50a4b9d0001add64f,21,0.05,0.05,1,0.05,1.049,24,3.333333333,39,10,9,9,11
5914b7b50a4b9d0001add64f,22,0.03,0.04,1,0.03,1.3453,24,3.333333333,39,10,9,9,11
5914b7b50a4b9d0001add64f,23,0.05,0.05,0,0.05,0.9088,24,3.333333333,39,10,9,9,11
5914b7b50a4b9d0001add64f,24,0.04,0.05,1,0.04,1.8109,24,3.333333333,39,10,9,9,11
5914b7b50a4b9d0001add64f,25,0.02,0.04,1,0.02,1.0578,24,3.333333333,39,10,9,9,11
5914b7b50a4b9d0001add64f,26,0.01,0.04,1,0.01,0.9774,24,3.333333333,39,10,9,9,11
5914b7b50a4b9d0001add64f,27,0.05,0.02,0,0.02,1.4916,24,3.333333333,39,10,9,9,11
5914b7b50a4b9d0001add64f,28,0.01,0.03,1,0.01,0.6427,24,3.333333333,39,10,9,9,11
5914b7b50a4b9d0001add64f,29,0.02,0.05,1,0.02,0.7832,24,3.333333333,39,10,9,9,11
5914b7b50a4b9d0001add64f,30,0.05,0.03,0,0.03,1.0953,24,3.333333333,39,10,9,9,11
5914b7b50a4b9d0001add64f,31,0.02,0.03,1,0.02,0.8611,24,3.333333333,39,10,9,9,11
5914b7b50a4b9d0001add64f,32,0.03,0.03,0,0.03,1.1569,24,3.333333333,39,10,9,9,11
5914b7b50a4b9d0001add64f,33,0.05,0.04,0,0.04,0.9032,24,3.333333333,39,10,9,9,11
5914b7b50a4b9d0001add64f,34,0.04,0.03,0,0.03,0.9884,24,3.333333333,39,10,9,9,11
5914b7b50a4b9d0001add64f,35,0.01,0.05,1,0.01,0.7429,24,3.333333333,39,10,9,9,11
5914b7b50a4b9d0001add64f,36,0.01,0.02,1,0.01,0.8607,24,3.333333333,39,10,9,9,11
5914b7b50a4b9d0001add64f,37,0.03,0.02,0,0.02,0.8764,24,3.333333333,39,10,9,9,11
5914b7b50a4b9d0001add64f,38,0.05,0.03,0,0.03,0.876,24,3.333333333,39,10,9,9,11
5914b7b50a4b9d0001add64f,39,0.01,0.04,1,0.01,0.6772,24,3.333333333,39,10,9,9,11
5914b7b50a4b9d0001add64f,40,0.04,0.03,0,0.03,1.6102,24,3.333333333,39,10,9,9,11
5914b7b50a4b9d0001add64f,41,0.05,0.01,0,0.01,0.7283,24,3.333333333,39,10,9,9,11
5914b7b50a4b9d0001add64f,42,0.04,0.01,0,0.01,0.7094,24,3.333333333,39,10,9,9,11
5914b7b50a4b9d0001add64f,43,0.02,0.01,0,0.01,0.5453,24,3.333333333,39,10,9,9,11
5914b7b50a4b9d0001add64f,44,0.03,0.02,0,0.02,0.8282,24,3.333333333,39,10,9,9,11
5914b7b50a4b9d0001add64f,45,0.01,0.05,1,0.01,0.6428,24,3.333333333,39,10,9,9,11
5914b7b50a4b9d0001add64f,46,0.01,0.03,1,0.01,0.6063,24,3.333333333,39,10,9,9,11
5914b7b50a4b9d0001add64f,47,0.03,0.05,1,0.03,0.8254,24,3.333333333,39,10,9,9,11
5914b7b50a4b9d0001add64f,48,0.03,0.05,1,0.03,0.9758,24,3.333333333,39,10,9,9,11
5914b7b50a4b9d0001add64f,49,0.01,0.01,0,0.01,1.112,24,3.333333333,39,10,9,9,11
5914b7b50a4b9d0001add64f,50,0.02,0.02,0,0.02,1.0264,24,3.333333333,39,10,9,9,11
610c59ee34cc312d7ca55e45,1,0.03,0.01,1,0.03,4.5766,16,6.166666667,57,10,19,9,19
610c59ee34cc312d7ca55e45,2,0.03,0.05,1,0.03,5.6381,16,6.166666667,57,10,19,9,19
610c59ee34cc312d7ca55e45,3,0.03,0.03,1,0.03,3.4954,16,6.166666667,57,10,19,9,19
610c59ee34cc312d7ca55e45,4,0.03,0.04,1,0.03,2.1607,16,6.166666667,57,10,19,9,19
610c59ee34cc312d7ca55e45,5,0.04,0.02,0,0.02,3.6087,16,6.166666667,57,10,19,9,19
610c59ee34cc312d7ca55e45,6,0.04,0.02,1,0.04,3.1086,16,6.166666667,57,10,19,9,19
610c59ee34cc312d7ca55e45,7,0.01,0.03,1,0.01,3.2599,16,6.166666667,57,10,19,9,19
610c59ee34cc312d7ca55e45,8,0.01,0.04,0,0.04,3.5562,16,6.166666667,57,10,19,9,19
610c59ee34cc312d7ca55e45,9,0.01,0.05,1,0.01,2.2501,16,6.166666667,57,10,19,9,19
610c59ee34cc312d7ca55e45,10,0.05,0.02,1,0.05,3.3478,16,6.166666667,57,10,19,9,19
610c59ee34cc312d7ca55e45,11,0.05,0.04,1,0.05,3.9639,16,6.166666667,57,10,19,9,19
610c59ee34cc312d7ca55e45,12,0.04,0.01,1,0.04,2.1007,16,6.166666667,57,10,19,9,19
610c59ee34cc312d7ca55e45,13,0.02,0.03,1,0.02,5.1305,16,6.166666667,57,10,19,9,19
610c59ee34cc312d7ca55e45,14,0.03,0.04,1,0.03,4.0475,16,6.166666667,57,10,19,9,19
610c59ee34cc312d7ca55e45,15,0.02,0.02,1,0.02,2.0321,16,6.166666667,57,10,19,9,19
610c59ee34cc312d7ca55e45,16,0.05,0.03,1,0.05,2.798,16,6.166666667,57,10,19,9,19
